Simulation status;Solvent;Solvent temperature (K);Solvent pressure (bar);Reflux ratio col 1 (mole basis);Reflux ratio col 2 (mole basis);Solvent flowrate (kmol/hr);Mixture pressure (bar);Mixture temperature (K);Distillate rate col 1 (kmol/hr);Distillate rate col 2 (kmol/hr);Methanol purity (mole basis);Condensor 01 duty (kJ/hr);Condensor 02 duty (kJ/hr)
OK;DMF;313.15;2;0.25;0.75;600;3;323.15;400;200;0.70069846;-15809222.6;-15777136.8
OK;DMF;313.15;2;0.25;0.75;600;3;323.15;400;400;0.350349239;-15809117.7;-35179548.7
Warnings;DMF;313.15;2;0.25;0.75;720;1;303.15;200;200;0.638337281;-7477760.28;-11664484.4
Warnings;DMF;313.15;2;0.25;0.75;720;1;303.15;200;400;0.668996956;-7477727.42;-28971036.2
Warnings;DMF;313.15;2;0.25;0.75;720;1;303.15;400;200;0.700771835;-15815622.1;-15776666.8
Warnings;DMF;313.15;2;0.25;0.75;720;1;303.15;400;400;0.350386479;-15815703.7;-35179310.9
Warnings;DMF;313.15;2;0.25;0.75;720;1;313.15;200;200;0.635970918;-7480831.74;-11659402.1
Warnings;DMF;313.15;2;0.25;0.75;720;1;313.15;200;400;0.667811428;-7480808.87;-28969179.7
Warnings;DMF;313.15;2;0.25;0.75;720;1;313.15;400;200;0.700768707;-15815520.2;-15776684.2
Warnings;DMF;313.15;2;0.25;0.75;720;1;313.15;400;400;0.350385786;-15815651.2;-35179317.4
Warnings;DMF;313.15;2;0.25;0.75;720;1;323.15;200;200;0.633300643;-7484327.75;-11653666.2
Warnings;DMF;313.15;2;0.25;0.75;720;1;323.15;200;400;0.666479236;-7484284.01;-28967084.3
Warnings;DMF;313.15;2;0.25;0.75;720;1;323.15;400;200;0.700768871;-15815687.6;-15776677.1
Warnings;DMF;313.15;2;0.25;0.75;720;1;323.15;400;400;0.350385404;-15815674.6;-35179322.5
OK;DMF;313.15;2;0.25;0.75;720;2;303.15;200;200;0.638344925;-7477810.2;-11664500.5
OK;DMF;313.15;2;0.25;0.75;720;2;303.15;200;400;0.669003271;-7477598.53;-28971044.3
OK;DMF;313.15;2;0.25;0.75;720;2;303.15;400;200;0.700771819;-15815620.7;-15776666.9
OK;DMF;313.15;2;0.25;0.75;720;2;303.15;400;400;0.350386477;-15815703.4;-35179311
OK;DMF;313.15;2;0.25;0.75;720;2;313.15;200;200;0.635971013;-7480831.65;-11659402.3
OK;DMF;313.15;2;0.25;0.75;720;2;313.15;200;400;0.667811267;-7480808.88;-28969179.5
OK;DMF;313.15;2;0.25;0.75;720;2;313.15;400;200;0.700768707;-15815520.2;-15776684.2
OK;DMF;313.15;2;0.25;0.75;720;2;313.15;400;400;0.350385786;-15815651.2;-35179317.4
OK;DMF;313.15;2;0.25;0.75;720;2;323.15;200;200;0.633300642;-7484327.76;-11653666.2
OK;DMF;313.15;2;0.25;0.75;720;2;323.15;200;400;0.666479236;-7484284.01;-28967084.3
OK;DMF;313.15;2;0.25;0.75;720;2;323.15;400;200;0.700768871;-15815687.6;-15776677.1
OK;DMF;313.15;2;0.25;0.75;720;2;323.15;400;400;0.350385404;-15815674.6;-35179322.5
OK;DMF;313.15;2;0.25;0.75;720;3;303.15;200;200;0.638344925;-7477810.2;-11664500.5
OK;DMF;313.15;2;0.25;0.75;720;3;303.15;200;400;0.669003271;-7477598.53;-28971044.3
OK;DMF;313.15;2;0.25;0.75;720;3;303.15;400;200;0.700771819;-15815620.7;-15776666.9
OK;DMF;313.15;2;0.25;0.75;720;3;303.15;400;400;0.350386477;-15815703.4;-35179311
OK;DMF;313.15;2;0.25;0.75;720;3;313.15;200;200;0.635971013;-7480831.65;-11659402.3
OK;DMF;313.15;2;0.25;0.75;720;3;313.15;200;400;0.667811267;-7480808.88;-28969179.5
OK;DMF;313.15;2;0.25;0.75;720;3;313.15;400;200;0.700768707;-15815520.2;-15776684.2
OK;DMF;313.15;2;0.25;0.75;720;3;313.15;400;400;0.350385786;-15815651.2;-35179317.4
OK;DMF;313.15;2;0.25;0.75;720;3;323.15;200;200;0.633300642;-7484327.76;-11653666.2
OK;DMF;313.15;2;0.25;0.75;720;3;323.15;200;400;0.666479236;-7484284.01;-28967084.3
OK;DMF;313.15;2;0.25;0.75;720;3;323.15;400;200;0.700768871;-15815687.6;-15776677.1
OK;DMF;313.15;2;0.25;0.75;720;3;323.15;400;400;0.350385404;-15815674.6;-35179322.5
Warnings;DMF;313.15;2;0.25;0.75;830;1;303.15;200;200;0.650263388;-7462536.9;-11690075.5
Warnings;DMF;313.15;2;0.25;0.75;830;1;303.15;200;400;0.674906545;-7462512.96;-28980119.9
Warnings;DMF;313.15;2;0.25;0.75;830;1;303.15;400;200;0.700820951;-15820148.1;-15776337.8
Warnings;DMF;313.15;2;0.25;0.75;830;1;303.15;400;400;0.350409937;-15820036.7;-35179167.8
Warnings;DMF;313.15;2;0.25;0.75;830;1;313.15;200;200;0.650244733;-7462545.2;-11690035.5
Warnings;DMF;313.15;2;0.25;0.75;830;1;313.15;200;400;0.674897532;-7462550.3;-28980104.3
Warnings;DMF;313.15;2;0.25;0.75;830;1;313.15;400;200;0.70081988;-15820129.9;-15776341.7
Warnings;DMF;313.15;2;0.25;0.75;830;1;313.15;400;400;0.350409596;-15820033.3;-35179171.6
Warnings;DMF;313.15;2;0.25;0.75;830;1;323.15;200;200;0.650221344;-7462587.74;-11689985.3
Warnings;DMF;313.15;2;0.25;0.75;830;1;323.15;200;400;0.674886067;-7462588.43;-28980085.2
Warnings;DMF;313.15;2;0.25;0.75;830;1;323.15;400;200;0.700818545;-15820048.5;-15776346.7
Warnings;DMF;313.15;2;0.25;0.75;830;1;323.15;400;400;0.350409358;-15820059.2;-35179175.2
OK;DMF;313.15;2;0.25;0.75;830;2;303.15;200;200;0.65026186;-7462535.84;-11690072.2
OK;DMF;313.15;2;0.25;0.75;830;2;303.15;200;400;0.674906452;-7462525.61;-28980118.1
OK;DMF;313.15;2;0.25;0.75;830;2;303.15;400;200;0.700821603;-15820215.4;-15776333.1
OK;DMF;313.15;2;0.25;0.75;830;2;303.15;400;400;0.350409647;-15819945.7;-35179169.4
OK;DMF;313.15;2;0.25;0.75;830;2;313.15;200;200;0.65024471;-7462545.28;-11690035.4
OK;DMF;313.15;2;0.25;0.75;830;2;313.15;200;400;0.674897558;-7462551.1;-28980104.1
OK;DMF;313.15;2;0.25;0.75;830;2;313.15;400;200;0.700819688;-15820111.9;-15776343
OK;DMF;313.15;2;0.25;0.75;830;2;313.15;400;400;0.350409589;-15820031.7;-35179171.7
OK;DMF;313.15;2;0.25;0.75;830;2;323.15;200;200;0.650221344;-7462587.78;-11689985.3
OK;DMF;313.15;2;0.25;0.75;830;2;323.15;200;400;0.674886069;-7462588.42;-28980085.3
OK;DMF;313.15;2;0.25;0.75;830;2;323.15;400;200;0.70081837;-15820030.6;-15776348
OK;DMF;313.15;2;0.25;0.75;830;2;323.15;400;400;0.350409366;-15820060.9;-35179175.1
OK;DMF;313.15;2;0.25;0.75;830;3;303.15;200;200;0.650261858;-7462535.84;-11690072.2
OK;DMF;313.15;2;0.25;0.75;830;3;303.15;200;400;0.674906449;-7462525.49;-28980118.1
OK;DMF;313.15;2;0.25;0.75;830;3;303.15;400;200;0.700821614;-15820216.1;-15776333.1
OK;DMF;313.15;2;0.25;0.75;830;3;303.15;400;400;0.350410362;-15820117.6;-35179165.4
OK;DMF;313.15;2;0.25;0.75;830;3;313.15;200;200;0.650244733;-7462545.21;-11690035.5
OK;DMF;313.15;2;0.25;0.75;830;3;313.15;200;400;0.674897532;-7462550.3;-28980104.3
OK;DMF;313.15;2;0.25;0.75;830;3;313.15;400;200;0.70081988;-15820129.9;-15776341.7
OK;DMF;313.15;2;0.25;0.75;830;3;313.15;400;400;0.350409596;-15820033.3;-35179171.6
OK;DMF;313.15;2;0.25;0.75;830;3;323.15;200;200;0.650221344;-7462587.74;-11689985.3
OK;DMF;313.15;2;0.25;0.75;830;3;323.15;200;400;0.674886067;-7462588.43;-28980085.2
OK;DMF;313.15;2;0.25;0.75;830;3;323.15;400;200;0.700818545;-15820048.5;-15776346.7
OK;DMF;313.15;2;0.25;0.75;830;3;323.15;400;400;0.350409358;-15820059.2;-35179175.2
Warnings;DMF;313.15;2;0.25;1.25;600;1;303.15;200;200;0.589636252;-7539880.43;-14862578.4
Warnings;DMF;313.15;2;0.25;1.25;600;1;303.15;200;400;0.644818468;-7539942.51;-37197945
Warnings;DMF;313.15;2;0.25;1.25;600;1;303.15;400;200;0.700700983;-15809178.5;-20284888.3
Warnings;DMF;313.15;2;0.25;1.25;600;1;303.15;400;400;0.35035061;-15809117.3;-45230827.7
Warnings;DMF;313.15;2;0.25;1.25;600;1;313.15;200;200;0.58710422;-7543187.39;-14855582.4
Warnings;DMF;313.15;2;0.25;1.25;600;1;313.15;200;400;0.643552667;-7543205.77;-37195185
Warnings;DMF;313.15;2;0.25;1.25;600;1;313.15;400;200;0.700699786;-15809196.2;-20284889.7
Warnings;DMF;313.15;2;0.25;1.25;600;1;313.15;400;400;0.35034998;-15809117.8;-45230837.1
Warnings;DMF;313.15;2;0.25;1.25;600;1;323.15;200;200;0.584310439;-7546814.81;-14847868.8
Warnings;DMF;313.15;2;0.25;1.25;600;1;323.15;200;400;0.642166862;-7546785.13;-37192151.4
Warnings;DMF;313.15;2;0.25;1.25;600;1;323.15;400;200;0.700698463;-15809222.6;-20284890.7
Warnings;DMF;313.15;2;0.25;1.25;600;1;323.15;400;400;0.350349239;-15809117.7;-45230848
OK;DMF;313.15;2;0.25;1.25;600;2;303.15;200;200;0.589607543;-7539904.09;-14862501.4
OK;DMF;313.15;2;0.25;1.25;600;2;303.15;200;400;0.644816547;-7539937.37;-37197941
OK;DMF;313.15;2;0.25;1.25;600;2;303.15;400;200;0.700700977;-15809177.9;-20284888.4
OK;DMF;313.15;2;0.25;1.25;600;2;303.15;400;400;0.350350591;-15809113.4;-45230827.8
OK;DMF;313.15;2;0.25;1.25;600;2;313.15;200;200;0.587104033;-7543189.25;-14855581.9
OK;DMF;313.15;2;0.25;1.25;600;2;313.15;200;400;0.643553461;-7543205.42;-37195186.8
OK;DMF;313.15;2;0.25;1.25;600;2;313.15;400;200;0.700699786;-15809196.2;-20284889.7
OK;DMF;313.15;2;0.25;1.25;600;2;313.15;400;400;0.35034998;-15809117.8;-45230837.1
OK;DMF;313.15;2;0.25;1.25;600;2;323.15;200;200;0.584310439;-7546814.81;-14847868.8
OK;DMF;313.15;2;0.25;1.25;600;2;323.15;200;400;0.642166862;-7546785.13;-37192151.4
OK;DMF;313.15;2;0.25;1.25;600;2;323.15;400;200;0.700698463;-15809222.6;-20284890.7
OK;DMF;313.15;2;0.25;1.25;600;2;323.15;400;400;0.350349239;-15809117.7;-45230848
OK;DMF;313.15;2;0.25;1.25;600;3;303.15;200;200;0.589607543;-7539904.09;-14862501.4
OK;DMF;313.15;2;0.25;1.25;600;3;303.15;200;400;0.644816547;-7539937.37;-37197941
OK;DMF;313.15;2;0.25;1.25;600;3;303.15;400;200;0.700700977;-15809177.9;-20284888.4
OK;DMF;313.15;2;0.25;1.25;600;3;303.15;400;400;0.350350591;-15809113.4;-45230827.8
OK;DMF;313.15;2;0.25;1.25;600;3;313.15;200;200;0.587104033;-7543189.25;-14855581.9
OK;DMF;313.15;2;0.25;1.25;600;3;313.15;200;400;0.643553461;-7543205.42;-37195186.8
OK;DMF;313.15;2;0.25;1.25;600;3;313.15;400;200;0.700699786;-15809196.1;-20284889.7
OK;DMF;313.15;2;0.25;1.25;600;3;313.15;400;400;0.35034998;-15809117.8;-45230837.1
OK;DMF;313.15;2;0.25;1.25;600;3;323.15;200;200;0.584310439;-7546814.81;-14847868.8
OK;DMF;313.15;2;0.25;1.25;600;3;323.15;200;400;0.642166862;-7546785.13;-37192151.4
OK;DMF;313.15;2;0.25;1.25;600;3;323.15;400;200;0.700698463;-15809222.5;-20284890.7
OK;DMF;313.15;2;0.25;1.25;600;3;323.15;400;400;0.350349239;-15809117.7;-45230848
Warnings;DMF;313.15;2;0.25;1.25;720;1;303.15;200;200;0.637954839;-7477760.28;-14996132.1
Warnings;DMF;313.15;2;0.25;1.25;720;1;303.15;200;400;0.668996956;-7477727.42;-37248468.5
Warnings;DMF;313.15;2;0.25;1.25;720;1;303.15;400;200;0.70077184;-15815622.1;-20284286.3
Warnings;DMF;313.15;2;0.25;1.25;720;1;303.15;400;400;0.350386479;-15815703.7;-45230542.3
Warnings;DMF;313.15;2;0.25;1.25;720;1;313.15;200;200;0.635583221;-7480831.74;-14989583.3
Warnings;DMF;313.15;2;0.25;1.25;720;1;313.15;200;400;0.667811428;-7480808.87;-37246081.4
Warnings;DMF;313.15;2;0.25;1.25;720;1;313.15;400;200;0.700768712;-15815520.2;-20284308.7
Warnings;DMF;313.15;2;0.25;1.25;720;1;313.15;400;400;0.350385786;-15815651.2;-45230550.6
Warnings;DMF;313.15;2;0.25;1.25;720;1;323.15;200;200;0.632906859;-7484327.75;-14982191.4
Warnings;DMF;313.15;2;0.25;1.25;720;1;323.15;200;400;0.666479236;-7484284.01;-37243387.3
Warnings;DMF;313.15;2;0.25;1.25;720;1;323.15;400;200;0.700768876;-15815687.6;-20284299.6
Warnings;DMF;313.15;2;0.25;1.25;720;1;323.15;400;400;0.350385404;-15815674.6;-45230557.1
OK;DMF;313.15;2;0.25;1.25;720;2;303.15;200;200;0.637962557;-7477810.2;-14996153.4
OK;DMF;313.15;2;0.25;1.25;720;2;303.15;200;400;0.669003271;-7477598.53;-37248478.9
OK;DMF;313.15;2;0.25;1.25;720;2;303.15;400;200;0.700771824;-15815620.7;-20284286.4
OK;DMF;313.15;2;0.25;1.25;720;2;303.15;400;400;0.350386477;-15815703.4;-45230542.3
OK;DMF;313.15;2;0.25;1.25;720;2;313.15;200;200;0.635583316;-7480831.65;-14989583.6
OK;DMF;313.15;2;0.25;1.25;720;2;313.15;200;400;0.667811267;-7480808.88;-37246081.1
OK;DMF;313.15;2;0.25;1.25;720;2;313.15;400;200;0.700768712;-15815520.2;-20284308.7
OK;DMF;313.15;2;0.25;1.25;720;2;313.15;400;400;0.350385786;-15815651.2;-45230550.6
OK;DMF;313.15;2;0.25;1.25;720;2;323.15;200;200;0.632906858;-7484327.76;-14982191.4
OK;DMF;313.15;2;0.25;1.25;720;2;323.15;200;400;0.666479236;-7484284.01;-37243387.3
OK;DMF;313.15;2;0.25;1.25;720;2;323.15;400;200;0.700768876;-15815687.6;-20284299.6
OK;DMF;313.15;2;0.25;1.25;720;2;323.15;400;400;0.350385404;-15815674.6;-45230557.1
OK;DMF;313.15;2;0.25;1.25;720;3;303.15;200;200;0.637962557;-7477810.2;-14996153.4
OK;DMF;313.15;2;0.25;1.25;720;3;303.15;200;400;0.669003271;-7477598.53;-37248478.9
OK;DMF;313.15;2;0.25;1.25;720;3;303.15;400;200;0.700771824;-15815620.7;-20284286.4
OK;DMF;313.15;2;0.25;1.25;720;3;303.15;400;400;0.350386477;-15815703.4;-45230542.3
OK;DMF;313.15;2;0.25;1.25;720;3;313.15;200;200;0.635583316;-7480831.65;-14989583.6
OK;DMF;313.15;2;0.25;1.25;720;3;313.15;200;400;0.667811267;-7480808.88;-37246081.1
OK;DMF;313.15;2;0.25;1.25;720;3;313.15;400;200;0.700768712;-15815520.2;-20284308.7
OK;DMF;313.15;2;0.25;1.25;720;3;313.15;400;400;0.350385786;-15815651.2;-45230550.6
OK;DMF;313.15;2;0.25;1.25;720;3;323.15;200;200;0.632906858;-7484327.76;-14982191.4
OK;DMF;313.15;2;0.25;1.25;720;3;323.15;200;400;0.666479236;-7484284.01;-37243387.3
OK;DMF;313.15;2;0.25;1.25;720;3;323.15;400;200;0.700768876;-15815687.6;-20284299.6
OK;DMF;313.15;2;0.25;1.25;720;3;323.15;400;400;0.350385404;-15815674.6;-45230557.1
Warnings;DMF;313.15;2;0.25;1.25;830;1;303.15;200;200;0.649800473;-7462536.9;-15028825.3
Warnings;DMF;313.15;2;0.25;1.25;830;1;303.15;200;400;0.674906545;-7462512.96;-37260144.1
Warnings;DMF;313.15;2;0.25;1.25;830;1;303.15;400;200;0.700820965;-15820148.2;-20283863.2
Warnings;DMF;313.15;2;0.25;1.25;830;1;303.15;400;400;0.350409938;-15820036.7;-45230358.3
Warnings;DMF;313.15;2;0.25;1.25;830;1;313.15;200;200;0.649781769;-7462545.2;-15028773.7
Warnings;DMF;313.15;2;0.25;1.25;830;1;313.15;200;400;0.674897532;-7462550.3;-37260124
Warnings;DMF;313.15;2;0.25;1.25;830;1;313.15;400;200;0.700819893;-15820129.9;-20283868.1
Warnings;DMF;313.15;2;0.25;1.25;830;1;313.15;400;400;0.350409596;-15820033.3;-45230363.2
Warnings;DMF;313.15;2;0.25;1.25;830;1;323.15;200;200;0.649758312;-7462587.74;-15028709
Warnings;DMF;313.15;2;0.25;1.25;830;1;323.15;200;400;0.674886068;-7462588.43;-37260099.6
Warnings;DMF;313.15;2;0.25;1.25;830;1;323.15;400;200;0.700818558;-15820048.5;-20283874.6
Warnings;DMF;313.15;2;0.25;1.25;830;1;323.15;400;400;0.350409358;-15820059.2;-45230367.8
OK;DMF;313.15;2;0.25;1.25;830;2;303.15;200;200;0.649798944;-7462535.84;-15028821.1
OK;DMF;313.15;2;0.25;1.25;830;2;303.15;200;400;0.674906452;-7462525.61;-37260141.8
OK;DMF;313.15;2;0.25;1.25;830;2;303.15;400;200;0.700821616;-15820215.4;-20283857.1
OK;DMF;313.15;2;0.25;1.25;830;2;303.15;400;400;0.350409647;-15819945.6;-45230360.4
OK;DMF;313.15;2;0.25;1.25;830;2;313.15;200;200;0.649781745;-7462545.28;-15028773.7
OK;DMF;313.15;2;0.25;1.25;830;2;313.15;200;400;0.674897559;-7462551.1;-37260123.8
OK;DMF;313.15;2;0.25;1.25;830;2;313.15;400;200;0.7008197;-15820111.9;-20283869.9
OK;DMF;313.15;2;0.25;1.25;830;2;313.15;400;400;0.350409589;-15820031.7;-45230363.3
OK;DMF;313.15;2;0.25;1.25;830;2;323.15;200;200;0.649758312;-7462587.78;-15028709
OK;DMF;313.15;2;0.25;1.25;830;2;323.15;200;400;0.674886069;-7462588.42;-37260099.6
OK;DMF;313.15;2;0.25;1.25;830;2;323.15;400;200;0.700818383;-15820030.6;-20283876.2
OK;DMF;313.15;2;0.25;1.25;830;2;323.15;400;400;0.350409366;-15820060.9;-45230367.7
OK;DMF;313.15;2;0.25;1.25;830;3;303.15;200;200;0.649798942;-7462535.84;-15028821.1
OK;DMF;313.15;2;0.25;1.25;830;3;303.15;200;400;0.674906449;-7462525.49;-37260141.8
OK;DMF;313.15;2;0.25;1.25;830;3;303.15;400;200;0.700821627;-15820216.1;-20283857.1
OK;DMF;313.15;2;0.25;1.25;830;3;303.15;400;400;0.350410362;-15820117.6;-45230355.2
OK;DMF;313.15;2;0.25;1.25;830;3;313.15;200;200;0.649781769;-7462545.21;-15028773.7
OK;DMF;313.15;2;0.25;1.25;830;3;313.15;200;400;0.674897532;-7462550.3;-37260124
OK;DMF;313.15;2;0.25;1.25;830;3;313.15;400;200;0.700819893;-15820129.9;-20283868.1
OK;DMF;313.15;2;0.25;1.25;830;3;313.15;400;400;0.350409596;-15820033.3;-45230363.2
OK;DMF;313.15;2;0.25;1.25;830;3;323.15;200;200;0.649758312;-7462587.74;-15028709
OK;DMF;313.15;2;0.25;1.25;830;3;323.15;200;400;0.674886068;-7462588.43;-37260099.6
OK;DMF;313.15;2;0.25;1.25;830;3;323.15;400;200;0.700818558;-15820048.5;-20283874.6
OK;DMF;313.15;2;0.25;1.25;830;3;323.15;400;400;0.350409358;-15820059.2;-45230367.8
Warnings;DMF;313.15;2;0.75;0.25;600;1;303.15;200;200;0.651684535;-10430736;-8352247.47
Warnings;DMF;313.15;2;0.75;0.25;600;1;303.15;200;400;0.6746793;-10430738.1;-20701463.9
Warnings;DMF;313.15;2;0.75;0.25;600;1;303.15;400;200;0.699991726;-22020692.7;-11273072.4
Warnings;DMF;313.15;2;0.75;0.25;600;1;303.15;400;400;0.349995881;-22020692.4;-25129621.4
Warnings;DMF;313.15;2;0.75;0.25;600;1;313.15;200;200;0.651593724;-10430883.4;-8352101.07
Warnings;DMF;313.15;2;0.75;0.25;600;1;313.15;200;400;0.674633338;-10430906.9;-20701413.9
Warnings;DMF;313.15;2;0.75;0.25;600;1;313.15;400;200;0.699991415;-22020694.3;-11273072.6
Warnings;DMF;313.15;2;0.75;0.25;600;1;313.15;400;400;0.349995723;-22020693;-25129622.7
Warnings;DMF;313.15;2;0.75;0.25;600;1;323.15;200;200;0.651462734;-10431176.5;-8351900.46
Warnings;DMF;313.15;2;0.75;0.25;600;1;323.15;200;400;0.674567342;-10431139.9;-20701342.1
Warnings;DMF;313.15;2;0.75;0.25;600;1;323.15;400;200;0.699991061;-22020694.5;-11273072.8
Warnings;DMF;313.15;2;0.75;0.25;600;1;323.15;400;400;0.349995545;-22020693.7;-25129624.1
OK;DMF;313.15;2;0.75;0.25;600;2;303.15;200;200;0.651683256;-10430732.1;-8352238.19
OK;DMF;313.15;2;0.75;0.25;600;2;303.15;200;400;0.674680178;-10430763.7;-20701464.9
OK;DMF;313.15;2;0.75;0.25;600;2;303.15;400;200;0.699991732;-22020693.9;-11273072.3
OK;DMF;313.15;2;0.75;0.25;600;2;303.15;400;400;0.34999588;-22020692.5;-25129621.4
OK;DMF;313.15;2;0.75;0.25;600;2;313.15;200;200;0.651594026;-10430866.3;-8352101.54
OK;DMF;313.15;2;0.75;0.25;600;2;313.15;200;400;0.674635657;-10430948;-20701416.3
OK;DMF;313.15;2;0.75;0.25;600;2;313.15;400;200;0.699991417;-22020694.5;-11273072.6
OK;DMF;313.15;2;0.75;0.25;600;2;313.15;400;400;0.349995723;-22020693.1;-25129622.7
OK;DMF;313.15;2;0.75;0.25;600;2;323.15;200;200;0.65146113;-10431139.7;-8351898.01
OK;DMF;313.15;2;0.75;0.25;600;2;323.15;200;400;0.674566985;-10431132.4;-20701341.6
OK;DMF;313.15;2;0.75;0.25;600;2;323.15;400;200;0.699991061;-22020694.5;-11273072.8
OK;DMF;313.15;2;0.75;0.25;600;2;323.15;400;400;0.349995545;-22020693.7;-25129624.1
OK;DMF;313.15;2;0.75;0.25;600;3;303.15;200;200;0.651683264;-10430732.1;-8352238.2
OK;DMF;313.15;2;0.75;0.25;600;3;303.15;200;400;0.674679957;-10430761;-20701464.6
OK;DMF;313.15;2;0.75;0.25;600;3;303.15;400;200;0.699991732;-22020693.9;-11273072.3
OK;DMF;313.15;2;0.75;0.25;600;3;303.15;400;400;0.34999588;-22020692.5;-25129621.4
OK;DMF;313.15;2;0.75;0.25;600;3;313.15;200;200;0.651594022;-10430866.4;-8352101.53
OK;DMF;313.15;2;0.75;0.25;600;3;313.15;200;400;0.674635813;-10430949.2;-20701416.5
OK;DMF;313.15;2;0.75;0.25;600;3;313.15;400;200;0.699991417;-22020694.5;-11273072.6
OK;DMF;313.15;2;0.75;0.25;600;3;313.15;400;400;0.349995723;-22020693.1;-25129622.7
OK;DMF;313.15;2;0.75;0.25;600;3;323.15;200;200;0.651462195;-10431120.8;-8351899.64
OK;DMF;313.15;2;0.75;0.25;600;3;323.15;200;400;0.674568441;-10431173.7;-20701343.2
OK;DMF;313.15;2;0.75;0.25;600;3;323.15;400;200;0.699991061;-22020694.5;-11273072.8
OK;DMF;313.15;2;0.75;0.25;600;3;323.15;400;400;0.349995545;-22020693.7;-25129624.1
Warnings;DMF;313.15;2;0.75;0.25;720;1;303.15;200;200;0.653157138;-10429834.2;-8354490.81
Warnings;DMF;313.15;2;0.75;0.25;720;1;303.15;200;400;0.674961525;-10429835.8;-20701759.9
Warnings;DMF;313.15;2;0.75;0.25;720;1;303.15;400;200;0.699995332;-22020835.9;-11273065.8
Warnings;DMF;313.15;2;0.75;0.25;720;1;303.15;400;400;0.349997703;-22020834;-25129608.2
Warnings;DMF;313.15;2;0.75;0.25;720;1;313.15;200;200;0.653154051;-10429840.6;-8354486.13
Warnings;DMF;313.15;2;0.75;0.25;720;1;313.15;200;400;0.674959874;-10429839.8;-20701758.1
Warnings;DMF;313.15;2;0.75;0.25;720;1;313.15;400;200;0.699995089;-22020836.4;-11273066
Warnings;DMF;313.15;2;0.75;0.25;720;1;313.15;400;400;0.349997582;-22020834.5;-25129609.2
Warnings;DMF;313.15;2;0.75;0.25;720;1;323.15;200;200;0.653150267;-10429847.5;-8354480.34
Warnings;DMF;313.15;2;0.75;0.25;720;1;323.15;200;400;0.674957886;-10429847.4;-20701755.8
Warnings;DMF;313.15;2;0.75;0.25;720;1;323.15;400;200;0.699994816;-22020837;-11273066.2
Warnings;DMF;313.15;2;0.75;0.25;720;1;323.15;400;400;0.349997446;-22020835;-25129610.3
OK;DMF;313.15;2;0.75;0.25;720;2;303.15;200;200;0.653157182;-10429835.6;-8354490.92
OK;DMF;313.15;2;0.75;0.25;720;2;303.15;200;400;0.674961421;-10429833.8;-20701759.8
OK;DMF;313.15;2;0.75;0.25;720;2;303.15;400;200;0.699995332;-22020835.9;-11273065.8
OK;DMF;313.15;2;0.75;0.25;720;2;303.15;400;400;0.349997703;-22020834;-25129608.2
OK;DMF;313.15;2;0.75;0.25;720;2;313.15;200;200;0.65315405;-10429840.6;-8354486.13
OK;DMF;313.15;2;0.75;0.25;720;2;313.15;200;400;0.67495987;-10429839.7;-20701758.1
OK;DMF;313.15;2;0.75;0.25;720;2;313.15;400;200;0.699995089;-22020836.4;-11273066
OK;DMF;313.15;2;0.75;0.25;720;2;313.15;400;400;0.349997582;-22020834.5;-25129609.2
OK;DMF;313.15;2;0.75;0.25;720;2;323.15;200;200;0.653150268;-10429847.5;-8354480.34
OK;DMF;313.15;2;0.75;0.25;720;2;323.15;200;400;0.674957747;-10429847.6;-20701755.7
OK;DMF;313.15;2;0.75;0.25;720;2;323.15;400;200;0.699994816;-22020837;-11273066.2
OK;DMF;313.15;2;0.75;0.25;720;2;323.15;400;400;0.349997446;-22020835;-25129610.3
OK;DMF;313.15;2;0.75;0.25;720;3;303.15;200;200;0.653157182;-10429835.6;-8354490.92
OK;DMF;313.15;2;0.75;0.25;720;3;303.15;200;400;0.674961421;-10429833.8;-20701759.8
OK;DMF;313.15;2;0.75;0.25;720;3;303.15;400;200;0.699995332;-22020835.9;-11273065.8
OK;DMF;313.15;2;0.75;0.25;720;3;303.15;400;400;0.349997703;-22020834;-25129608.2
OK;DMF;313.15;2;0.75;0.25;720;3;313.15;200;200;0.65315405;-10429840.6;-8354486.13
OK;DMF;313.15;2;0.75;0.25;720;3;313.15;200;400;0.67495987;-10429839.7;-20701758.1
OK;DMF;313.15;2;0.75;0.25;720;3;313.15;400;200;0.699995089;-22020836.4;-11273066
OK;DMF;313.15;2;0.75;0.25;720;3;313.15;400;400;0.349997582;-22020834.5;-25129609.2
OK;DMF;313.15;2;0.75;0.25;720;3;323.15;200;200;0.653150268;-10429847.5;-8354480.34
OK;DMF;313.15;2;0.75;0.25;720;3;323.15;200;400;0.674957747;-10429847.6;-20701755.7
OK;DMF;313.15;2;0.75;0.25;720;3;323.15;400;200;0.699994816;-22020837;-11273066.2
OK;DMF;313.15;2;0.75;0.25;720;3;323.15;400;400;0.349997446;-22020835;-25129610.3
Warnings;DMF;313.15;2;0.75;0.25;830;1;303.15;200;200;0.654477601;-10429818;-8356522.94
Warnings;DMF;313.15;2;0.75;0.25;830;1;303.15;200;400;0.674988016;-10429818.7;-20701781.8
Warnings;DMF;313.15;2;0.75;0.25;830;1;303.15;400;200;0.69999755;-22020956.3;-11273061.5
Warnings;DMF;313.15;2;0.75;0.25;830;1;303.15;400;400;0.349998888;-22020954.2;-25129600
