Simulation status;Solvent;Solvent temperature (K);Solvent pressure (bar);Reflux ratio col 1 (mole basis);Reflux ratio col 2 (mole basis);Solvent flowrate (kmol/hr);Mixture pressure (bar);Mixture temperature (K);Distillate rate col 1 (kmol/hr);Distillate rate col 2 (kmol/hr);Methanol purity (mole basis);Condensor 01 duty (kJ/hr);Condensor 02 duty (kJ/hr)
Warnings;3PN;313.15;1;0.75;0.25;600;2;323.15;400;400;0.350257293;-22042439.2;-22568583.2
Warnings;3PN;313.15;1;0.75;0.25;600;3;303.15;200;200;0.602092508;-10442870.5;-9210438.98
Warnings;3PN;313.15;1;0.75;0.25;600;3;303.15;200;400;0.674914145;-10442894.9;-19002775.1
Warnings;3PN;313.15;1;0.75;0.25;600;3;303.15;400;200;0.575350955;-22042452.3;-10747665.2
Warnings;3PN;313.15;1;0.75;0.25;600;3;303.15;400;400;0.350258467;-22042435.1;-22568578.6
Warnings;3PN;313.15;1;0.75;0.25;600;3;313.15;200;200;0.602091904;-10442840.9;-9210440.53
Warnings;3PN;313.15;1;0.75;0.25;600;3;313.15;200;400;0.674913513;-10442864.4;-19002779.4
Warnings;3PN;313.15;1;0.75;0.25;600;3;313.15;400;200;0.57535014;-22042455.3;-10747665
Warnings;3PN;313.15;1;0.75;0.25;600;3;313.15;400;400;0.350257916;-22042437.7;-22568580.8
Warnings;3PN;313.15;1;0.75;0.25;600;3;323.15;200;200;0.60209099;-10442847.8;-9210438.17
Warnings;3PN;313.15;1;0.75;0.25;600;3;323.15;200;400;0.67491284;-10442867.2;-19002778.5
Warnings;3PN;313.15;1;0.75;0.25;600;3;323.15;400;200;0.575349236;-22042457.9;-10747664.8
Warnings;3PN;313.15;1;0.75;0.25;600;3;323.15;400;400;0.350257293;-22042439.2;-22568583.2
Warnings;3PN;313.15;1;0.75;0.25;720;1;303.15;200;200;0.58789619;-10445211;-9358887.89
Warnings;3PN;313.15;1;0.75;0.25;720;1;303.15;200;400;0.673934188;-10445214;-18992686.4
Warnings;3PN;313.15;1;0.75;0.25;720;1;303.15;400;200;0.533280018;-22048015.5;-10812406.9
Warnings;3PN;313.15;1;0.75;0.25;720;1;303.15;400;400;0.350325166;-22047994.7;-22422213.6
Warnings;3PN;313.15;1;0.75;0.25;720;1;313.15;200;200;0.587896707;-10445230.3;-9358876.27
Warnings;3PN;313.15;1;0.75;0.25;720;1;313.15;200;400;0.673933662;-10445234.8;-18992683.4
Warnings;3PN;313.15;1;0.75;0.25;720;1;313.15;400;200;0.53327894;-22048009.9;-10812407.9
Warnings;3PN;313.15;1;0.75;0.25;720;1;313.15;400;400;0.350324502;-22047996.4;-22422216.1
Warnings;3PN;313.15;1;0.75;0.25;720;1;323.15;200;200;0.587895926;-10445235.2;-9358874.76
Warnings;3PN;313.15;1;0.75;0.25;720;1;323.15;200;400;0.673933073;-10445230.5;-18992683.2
Warnings;3PN;313.15;1;0.75;0.25;720;1;323.15;400;200;0.533277893;-22048013.9;-10812408.2
Warnings;3PN;313.15;1;0.75;0.25;720;1;323.15;400;400;0.350323779;-22047998.9;-22422218.8
Warnings;3PN;313.15;1;0.75;0.25;720;2;303.15;200;200;0.587897523;-10445207.7;-9358880.53
Warnings;3PN;313.15;1;0.75;0.25;720;2;303.15;200;400;0.673934171;-10445216.1;-18992686.1
Warnings;3PN;313.15;1;0.75;0.25;720;2;303.15;400;200;0.533280015;-22048015.3;-10812407
Warnings;3PN;313.15;1;0.75;0.25;720;2;303.15;400;400;0.350325163;-22047994.6;-22422213.6
Warnings;3PN;313.15;1;0.75;0.25;720;2;313.15;200;200;0.587896707;-10445230.3;-9358876.27
Warnings;3PN;313.15;1;0.75;0.25;720;2;313.15;200;400;0.673933662;-10445234.8;-18992683.4
Warnings;3PN;313.15;1;0.75;0.25;720;2;313.15;400;200;0.53327894;-22048009.9;-10812407.9
Warnings;3PN;313.15;1;0.75;0.25;720;2;313.15;400;400;0.350324502;-22047996.4;-22422216.1
Warnings;3PN;313.15;1;0.75;0.25;720;2;323.15;200;200;0.587895926;-10445235.2;-9358874.76
Warnings;3PN;313.15;1;0.75;0.25;720;2;323.15;200;400;0.673933073;-10445230.5;-18992683.2
Warnings;3PN;313.15;1;0.75;0.25;720;2;323.15;400;200;0.533277893;-22048013.9;-10812408.2
Warnings;3PN;313.15;1;0.75;0.25;720;2;323.15;400;400;0.350323779;-22047998.9;-22422218.8
Warnings;3PN;313.15;1;0.75;0.25;720;3;303.15;200;200;0.587897523;-10445207.7;-9358880.53
Warnings;3PN;313.15;1;0.75;0.25;720;3;303.15;200;400;0.673934171;-10445216.1;-18992686.1
Warnings;3PN;313.15;1;0.75;0.25;720;3;303.15;400;200;0.533280015;-22048015.3;-10812407
Warnings;3PN;313.15;1;0.75;0.25;720;3;303.15;400;400;0.350325163;-22047994.6;-22422213.6
Warnings;3PN;313.15;1;0.75;0.25;720;3;313.15;200;200;0.587896707;-10445230.3;-9358876.27
Warnings;3PN;313.15;1;0.75;0.25;720;3;313.15;200;400;0.673933662;-10445234.8;-18992683.4
Warnings;3PN;313.15;1;0.75;0.25;720;3;313.15;400;200;0.53327894;-22048009.9;-10812407.9
Warnings;3PN;313.15;1;0.75;0.25;720;3;313.15;400;400;0.350324502;-22047996.4;-22422216.1
Warnings;3PN;313.15;1;0.75;0.25;720;3;323.15;200;200;0.587895926;-10445235.2;-9358874.76
Warnings;3PN;313.15;1;0.75;0.25;720;3;323.15;200;400;0.673933073;-10445230.5;-18992683.2
Warnings;3PN;313.15;1;0.75;0.25;720;3;323.15;400;200;0.533277893;-22048013.9;-10812408.2
Warnings;3PN;313.15;1;0.75;0.25;720;3;323.15;400;400;0.350323779;-22047998.9;-22422218.8
Warnings;3PN;313.15;1;0.75;0.25;830;1;303.15;200;200;0.574517436;-10447276.7;-9483684.6
Warnings;3PN;313.15;1;0.75;0.25;830;1;303.15;200;400;0.652679817;-10447284.9;-19167878.2
Warnings;3PN;313.15;1;0.75;0.25;830;1;303.15;400;200;0.499532754;-22053300.4;-10856599.3
Warnings;3PN;313.15;1;0.75;0.25;830;1;303.15;400;400;0.350383594;-22053188.7;-22315526
Warnings;3PN;313.15;1;0.75;0.25;830;1;313.15;200;200;0.574516833;-10447252.3;-9483681.33
Warnings;3PN;313.15;1;0.75;0.25;830;1;313.15;200;400;0.65267941;-10447276.1;-19167877.8
Warnings;3PN;313.15;1;0.75;0.25;830;1;313.15;400;200;0.499531769;-22053311.4;-10856599.4
Warnings;3PN;313.15;1;0.75;0.25;830;1;313.15;400;400;0.350382919;-22053196.7;-22315528.5
Warnings;3PN;313.15;1;0.75;0.25;830;1;323.15;200;200;0.574516134;-10447259;-9483680.36
Warnings;3PN;313.15;1;0.75;0.25;830;1;323.15;200;400;0.652678917;-10447279.6;-19167876.4
Warnings;3PN;313.15;1;0.75;0.25;830;1;323.15;400;200;0.499530443;-22053305.2;-10856600.3
Warnings;3PN;313.15;1;0.75;0.25;830;1;323.15;400;400;0.350382106;-22053199.6;-22315531.5
Warnings;3PN;313.15;1;0.75;0.25;830;2;303.15;200;200;0.574517416;-10447267.6;-9483680.82
Warnings;3PN;313.15;1;0.75;0.25;830;2;303.15;200;400;0.65267989;-10447266.6;-19167879.5
Warnings;3PN;313.15;1;0.75;0.25;830;2;303.15;400;200;0.49953273;-22053298;-10856599.3
Warnings;3PN;313.15;1;0.75;0.25;830;2;303.15;400;400;0.350383641;-22053192.3;-22315525.9
Warnings;3PN;313.15;1;0.75;0.25;830;2;313.15;200;200;0.574516837;-10447251.3;-9483681.34
Warnings;3PN;313.15;1;0.75;0.25;830;2;313.15;200;400;0.652679409;-10447276;-19167877.8
Warnings;3PN;313.15;1;0.75;0.25;830;2;313.15;400;200;0.499531768;-22053311.3;-10856599.4
Warnings;3PN;313.15;1;0.75;0.25;830;2;313.15;400;400;0.350382919;-22053196.7;-22315528.5
Warnings;3PN;313.15;1;0.75;0.25;830;2;323.15;200;200;0.574516134;-10447259;-9483680.36
Warnings;3PN;313.15;1;0.75;0.25;830;2;323.15;200;400;0.652678917;-10447279.6;-19167876.4
Warnings;3PN;313.15;1;0.75;0.25;830;2;323.15;400;200;0.499530443;-22053305.2;-10856600.3
Warnings;3PN;313.15;1;0.75;0.25;830;2;323.15;400;400;0.350382106;-22053199.6;-22315531.5
Warnings;3PN;313.15;1;0.75;0.25;830;3;303.15;200;200;0.574517416;-10447267.6;-9483680.82
Warnings;3PN;313.15;1;0.75;0.25;830;3;303.15;200;400;0.65267989;-10447266.6;-19167879.5
Warnings;3PN;313.15;1;0.75;0.25;830;3;303.15;400;200;0.49953273;-22053298;-10856599.3
Warnings;3PN;313.15;1;0.75;0.25;830;3;303.15;400;400;0.350383641;-22053192.3;-22315525.9
Warnings;3PN;313.15;1;0.75;0.25;830;3;313.15;200;200;0.574516837;-10447251.3;-9483681.34
Warnings;3PN;313.15;1;0.75;0.25;830;3;313.15;200;400;0.652679409;-10447276;-19167877.8
Warnings;3PN;313.15;1;0.75;0.25;830;3;313.15;400;200;0.499531768;-22053311.3;-10856599.4
Warnings;3PN;313.15;1;0.75;0.25;830;3;313.15;400;400;0.350382919;-22053196.7;-22315528.5
Warnings;3PN;313.15;1;0.75;0.25;830;3;323.15;200;200;0.574516134;-10447259;-9483680.36
Warnings;3PN;313.15;1;0.75;0.25;830;3;323.15;200;400;0.652678917;-10447279.6;-19167876.4
Warnings;3PN;313.15;1;0.75;0.25;830;3;323.15;400;200;0.499530443;-22053305.2;-10856600.3
Warnings;3PN;313.15;1;0.75;0.25;830;3;323.15;400;400;0.350382106;-22053199.6;-22315531.5
Warnings;3PN;313.15;1;0.75;0.75;600;1;303.15;200;200;0.664279894;-10442865.5;-11720302.9
Warnings;3PN;313.15;1;0.75;0.75;600;1;303.15;200;400;0.674971627;-10442868.2;-26550427.5
Warnings;3PN;313.15;1;0.75;0.75;600;1;303.15;400;200;0.699795264;-22042452.3;-14070761.1
Warnings;3PN;313.15;1;0.75;0.75;600;1;303.15;400;400;0.350259532;-22042435;-30507320.1
Warnings;3PN;313.15;1;0.75;0.75;600;1;313.15;200;200;0.664279737;-10442840.9;-11720330.4
Warnings;3PN;313.15;1;0.75;0.75;600;1;313.15;200;400;0.674971038;-10442864.4;-26550427.4
Warnings;3PN;313.15;1;0.75;0.75;600;1;313.15;400;200;0.699794168;-22042455.3;-14070761.4
Warnings;3PN;313.15;1;0.75;0.75;600;1;313.15;400;400;0.350258982;-22042437.7;-30507322.4
Warnings;3PN;313.15;1;0.75;0.75;600;1;323.15;200;200;0.664278438;-10442847.8;-11720327.6
Warnings;3PN;313.15;1;0.75;0.75;600;1;323.15;200;400;0.674970364;-10442867.2;-26550426.1
Warnings;3PN;313.15;1;0.75;0.75;600;1;323.15;400;200;0.699792957;-22042457.9;-14070761.7
Warnings;3PN;313.15;1;0.75;0.75;600;1;323.15;400;400;0.350258358;-22042439.2;-30507325
Warnings;3PN;313.15;1;0.75;0.75;600;2;303.15;200;200;0.664280284;-10442870.5;-11720331.6
Warnings;3PN;313.15;1;0.75;0.75;600;2;303.15;200;400;0.674971671;-10442894.9;-26550422.3
Warnings;3PN;313.15;1;0.75;0.75;600;2;303.15;400;200;0.699795264;-22042452.3;-14070761.1
Warnings;3PN;313.15;1;0.75;0.75;600;2;303.15;400;400;0.350259533;-22042435.1;-30507320.1
Warnings;3PN;313.15;1;0.75;0.75;600;2;313.15;200;200;0.664279737;-10442840.9;-11720330.4
Warnings;3PN;313.15;1;0.75;0.75;600;2;313.15;200;400;0.674971038;-10442864.4;-26550427.4
Warnings;3PN;313.15;1;0.75;0.75;600;2;313.15;400;200;0.699794168;-22042455.3;-14070761.4
Warnings;3PN;313.15;1;0.75;0.75;600;2;313.15;400;400;0.350258982;-22042437.7;-30507322.4
Warnings;3PN;313.15;1;0.75;0.75;600;2;323.15;200;200;0.664278438;-10442847.8;-11720327.6
Warnings;3PN;313.15;1;0.75;0.75;600;2;323.15;200;400;0.674970364;-10442867.2;-26550426.1
Warnings;3PN;313.15;1;0.75;0.75;600;2;323.15;400;200;0.699792957;-22042457.9;-14070761.7
Warnings;3PN;313.15;1;0.75;0.75;600;2;323.15;400;400;0.350258358;-22042439.2;-30507325
Warnings;3PN;313.15;1;0.75;0.75;600;3;303.15;200;200;0.664280284;-10442870.5;-11720331.6
Warnings;3PN;313.15;1;0.75;0.75;600;3;303.15;200;400;0.674971671;-10442894.9;-26550422.3
Warnings;3PN;313.15;1;0.75;0.75;600;3;303.15;400;200;0.699795264;-22042452.3;-14070761.1
Warnings;3PN;313.15;1;0.75;0.75;600;3;303.15;400;400;0.350259533;-22042435.1;-30507320.1
Warnings;3PN;313.15;1;0.75;0.75;600;3;313.15;200;200;0.664279737;-10442840.9;-11720330.4
Warnings;3PN;313.15;1;0.75;0.75;600;3;313.15;200;400;0.674971038;-10442864.4;-26550427.4
Warnings;3PN;313.15;1;0.75;0.75;600;3;313.15;400;200;0.699794168;-22042455.3;-14070761.4
Warnings;3PN;313.15;1;0.75;0.75;600;3;313.15;400;400;0.350258982;-22042437.7;-30507322.4
Warnings;3PN;313.15;1;0.75;0.75;600;3;323.15;200;200;0.664278438;-10442847.8;-11720327.6
Warnings;3PN;313.15;1;0.75;0.75;600;3;323.15;200;400;0.674970364;-10442867.2;-26550426.1
Warnings;3PN;313.15;1;0.75;0.75;600;3;323.15;400;200;0.699792957;-22042457.9;-14070761.7
Warnings;3PN;313.15;1;0.75;0.75;600;3;323.15;400;400;0.350258358;-22042439.2;-30507325
Warnings;3PN;313.15;1;0.75;0.75;720;1;303.15;200;200;0.672070098;-10445211;-11736907.9
Warnings;3PN;313.15;1;0.75;0.75;720;1;303.15;200;400;0.674969758;-10445214;-26549552.2
Warnings;3PN;313.15;1;0.75;0.75;720;1;303.15;400;200;0.690692763;-22048015.5;-14105757.6
Warnings;3PN;313.15;1;0.75;0.75;720;1;303.15;400;400;0.350328829;-22047994.7;-30367132.4
Warnings;3PN;313.15;1;0.75;0.75;720;1;313.15;200;200;0.672070514;-10445230.3;-11736918.7
Warnings;3PN;313.15;1;0.75;0.75;720;1;313.15;200;400;0.674969246;-10445234.8;-26549548.4
Warnings;3PN;313.15;1;0.75;0.75;720;1;313.15;400;200;0.690691464;-22048009.9;-14105758
Warnings;3PN;313.15;1;0.75;0.75;720;1;313.15;400;400;0.350328165;-22047996.4;-30367135.2
Warnings;3PN;313.15;1;0.75;0.75;720;1;323.15;200;200;0.6720694;-10445235.2;-11736916.3
Warnings;3PN;313.15;1;0.75;0.75;720;1;323.15;200;400;0.674968638;-10445230.5;-26549548.2
Warnings;3PN;313.15;1;0.75;0.75;720;1;323.15;400;200;0.690690249;-22048013.9;-14105757.7
Warnings;3PN;313.15;1;0.75;0.75;720;1;323.15;400;400;0.350327442;-22047998.9;-30367138.2
Warnings;3PN;313.15;1;0.75;0.75;720;2;303.15;200;200;0.67207205;-10445207.7;-11736922
Warnings;3PN;313.15;1;0.75;0.75;720;2;303.15;200;400;0.67496975;-10445216.1;-26549552.1
Warnings;3PN;313.15;1;0.75;0.75;720;2;303.15;400;200;0.690692759;-22048015.3;-14105757.6
Warnings;3PN;313.15;1;0.75;0.75;720;2;303.15;400;400;0.350328827;-22047994.6;-30367132.4
Warnings;3PN;313.15;1;0.75;0.75;720;2;313.15;200;200;0.672070514;-10445230.3;-11736918.7
Warnings;3PN;313.15;1;0.75;0.75;720;2;313.15;200;400;0.674969246;-10445234.8;-26549548.4
Warnings;3PN;313.15;1;0.75;0.75;720;2;313.15;400;200;0.690691464;-22048009.9;-14105758
Warnings;3PN;313.15;1;0.75;0.75;720;2;313.15;400;400;0.350328165;-22047996.4;-30367135.2
Warnings;3PN;313.15;1;0.75;0.75;720;2;323.15;200;200;0.6720694;-10445235.2;-11736916.3
Warnings;3PN;313.15;1;0.75;0.75;720;2;323.15;200;400;0.674968638;-10445230.5;-26549548.2
Warnings;3PN;313.15;1;0.75;0.75;720;2;323.15;400;200;0.690690249;-22048013.9;-14105757.7
Warnings;3PN;313.15;1;0.75;0.75;720;2;323.15;400;400;0.350327442;-22047998.9;-30367138.2
Warnings;3PN;313.15;1;0.75;0.75;720;3;303.15;200;200;0.67207205;-10445207.7;-11736922
Warnings;3PN;313.15;1;0.75;0.75;720;3;303.15;200;400;0.67496975;-10445216.1;-26549552.1
Warnings;3PN;313.15;1;0.75;0.75;720;3;303.15;400;200;0.690692759;-22048015.3;-14105757.6
Warnings;3PN;313.15;1;0.75;0.75;720;3;303.15;400;400;0.350328827;-22047994.6;-30367132.4
Warnings;3PN;313.15;1;0.75;0.75;720;3;313.15;200;200;0.672070514;-10445230.3;-11736918.7
Warnings;3PN;313.15;1;0.75;0.75;720;3;313.15;200;400;0.674969246;-10445234.8;-26549548.4
Warnings;3PN;313.15;1;0.75;0.75;720;3;313.15;400;200;0.690691464;-22048009.9;-14105758
Warnings;3PN;313.15;1;0.75;0.75;720;3;313.15;400;400;0.350328165;-22047996.4;-30367135.2
Warnings;3PN;313.15;1;0.75;0.75;720;3;323.15;200;200;0.6720694;-10445235.2;-11736916.3
Warnings;3PN;313.15;1;0.75;0.75;720;3;323.15;200;400;0.674968638;-10445230.5;-26549548.2
Warnings;3PN;313.15;1;0.75;0.75;720;3;323.15;400;200;0.690690249;-22048013.9;-14105757.7
Warnings;3PN;313.15;1;0.75;0.75;720;3;323.15;400;400;0.350327442;-22047998.9;-30367138.2
Warnings;3PN;313.15;1;0.75;0.75;830;1;303.15;200;200;0.680090469;-10447276.7;-11753691.2
Warnings;3PN;313.15;1;0.75;0.75;830;1;303.15;200;400;0.674965343;-10447284.9;-26548885.4
Warnings;3PN;313.15;1;0.75;0.75;830;1;303.15;400;200;0.656716276;-22053300.4;-14240413.2
Warnings;3PN;313.15;1;0.75;0.75;830;1;303.15;400;400;0.350393981;-22053188.7;-30298458.4
Warnings;3PN;313.15;1;0.75;0.75;830;1;313.15;200;200;0.680088817;-10447252.3;-11753703.9
Warnings;3PN;313.15;1;0.75;0.75;830;1;313.15;200;400;0.674964826;-10447276.1;-26548886
Warnings;3PN;313.15;1;0.75;0.75;830;1;313.15;400;200;0.656715254;-22053311.4;-14240412.1
Warnings;3PN;313.15;1;0.75;0.75;830;1;313.15;400;400;0.350393306;-22053196.7;-30298461.3
Warnings;3PN;313.15;1;0.75;0.75;830;1;323.15;200;200;0.68008785;-10447259;-11753701.9
Warnings;3PN;313.15;1;0.75;0.75;830;1;323.15;200;400;0.674964284;-10447279.6;-26548884.6
Warnings;3PN;313.15;1;0.75;0.75;830;1;323.15;400;200;0.656713821;-22053305.2;-14240412.2
Warnings;3PN;313.15;1;0.75;0.75;830;1;323.15;400;400;0.350392494;-22053199.6;-30298464.7
Warnings;3PN;313.15;1;0.75;0.75;830;2;303.15;200;200;0.68008938;-10447267.6;-11753705.1
Warnings;3PN;313.15;1;0.75;0.75;830;2;303.15;200;400;0.674965323;-10447266.6;-26548888.3
Warnings;3PN;313.15;1;0.75;0.75;830;2;303.15;400;200;0.656716247;-22053298;-14240413.3
Warnings;3PN;313.15;1;0.75;0.75;830;2;303.15;400;400;0.350394029;-22053192.3;-30298458.2
Warnings;3PN;313.15;1;0.75;0.75;830;2;313.15;200;200;0.680088825;-10447251.3;-11753703.9
Warnings;3PN;313.15;1;0.75;0.75;830;2;313.15;200;400;0.674964826;-10447276;-26548886
Warnings;3PN;313.15;1;0.75;0.75;830;2;313.15;400;200;0.656715253;-22053311.3;-14240412.1
Warnings;3PN;313.15;1;0.75;0.75;830;2;313.15;400;400;0.350393306;-22053196.7;-30298461.3
Warnings;3PN;313.15;1;0.75;0.75;830;2;323.15;200;200;0.68008785;-10447259;-11753701.9
Warnings;3PN;313.15;1;0.75;0.75;830;2;323.15;200;400;0.674964284;-10447279.6;-26548884.6
Warnings;3PN;313.15;1;0.75;0.75;830;2;323.15;400;200;0.656713821;-22053305.2;-14240412.2
Warnings;3PN;313.15;1;0.75;0.75;830;2;323.15;400;400;0.350392494;-22053199.6;-30298464.7
Warnings;3PN;313.15;1;0.75;0.75;830;3;303.15;200;200;0.68008938;-10447267.6;-11753705.1
Warnings;3PN;313.15;1;0.75;0.75;830;3;303.15;200;400;0.674965323;-10447266.6;-26548888.3
Warnings;3PN;313.15;1;0.75;0.75;830;3;303.15;400;200;0.656716247;-22053298;-14240413.3
Warnings;3PN;313.15;1;0.75;0.75;830;3;303.15;400;400;0.350394029;-22053192.3;-30298458.2
Warnings;3PN;313.15;1;0.75;0.75;830;3;313.15;200;200;0.680088825;-10447251.3;-11753703.9
Warnings;3PN;313.15;1;0.75;0.75;830;3;313.15;200;400;0.674964826;-10447276;-26548886
Warnings;3PN;313.15;1;0.75;0.75;830;3;313.15;400;200;0.656715253;-22053311.3;-14240412.1
Warnings;3PN;313.15;1;0.75;0.75;830;3;313.15;400;400;0.350393306;-22053196.7;-30298461.3
Warnings;3PN;313.15;1;0.75;0.75;830;3;323.15;200;200;0.68008785;-10447259;-11753701.9
Warnings;3PN;313.15;1;0.75;0.75;830;3;323.15;200;400;0.674964284;-10447279.6;-26548884.6
Warnings;3PN;313.15;1;0.75;0.75;830;3;323.15;400;200;0.656713821;-22053305.2;-14240412.2
Warnings;3PN;313.15;1;0.75;0.75;830;3;323.15;400;400;0.350392494;-22053199.6;-30298464.7
Warnings;3PN;313.15;1;0.75;1.25;600;1;303.15;200;200;0.653091413;-10442865.5;-15037968.4
Warnings;3PN;313.15;1;0.75;1.25;600;1;303.15;200;400;0.674973082;-10442868.2;-34135321.5
Warnings;3PN;313.15;1;0.75;1.25;600;1;303.15;400;200;0.700480474;-22042452.3;-18080804.3
Warnings;3PN;313.15;1;0.75;1.25;600;1;303.15;400;400;0.350259617;-22042435;-38824165.4
Warnings;3PN;313.15;1;0.75;1.25;600;1;313.15;200;200;0.653089947;-10442840.9;-15037980.1
Warnings;3PN;313.15;1;0.75;1.25;600;1;313.15;200;400;0.674972493;-10442864.4;-34135321.5
Warnings;3PN;313.15;1;0.75;1.25;600;1;313.15;400;200;0.700479372;-22042455.3;-18080804.7
Warnings;3PN;313.15;1;0.75;1.25;600;1;313.15;400;400;0.350259067;-22042437.7;-38824168.4
Warnings;3PN;313.15;1;0.75;1.25;600;1;323.15;200;200;0.65308861;-10442847.8;-15037976.4
Warnings;3PN;313.15;1;0.75;1.25;600;1;323.15;200;400;0.674971819;-10442867.2;-34135319.8
Warnings;3PN;313.15;1;0.75;1.25;600;1;323.15;400;200;0.700478153;-22042457.9;-18080805.1
Warnings;3PN;313.15;1;0.75;1.25;600;1;323.15;400;400;0.350258443;-22042439.2;-38824171.7
Warnings;3PN;313.15;1;0.75;1.25;600;2;303.15;200;200;0.653090651;-10442870.5;-15037982
Warnings;3PN;313.15;1;0.75;1.25;600;2;303.15;200;400;0.674973125;-10442894.9;-34135314.9
Warnings;3PN;313.15;1;0.75;1.25;600;2;303.15;400;200;0.700480474;-22042452.3;-18080804.3
Warnings;3PN;313.15;1;0.75;1.25;600;2;303.15;400;400;0.350259618;-22042435.1;-38824165.4
Warnings;3PN;313.15;1;0.75;1.25;600;2;313.15;200;200;0.653089947;-10442840.9;-15037980.1
Warnings;3PN;313.15;1;0.75;1.25;600;2;313.15;200;400;0.674972493;-10442864.4;-34135321.5
Warnings;3PN;313.15;1;0.75;1.25;600;2;313.15;400;200;0.700479372;-22042455.3;-18080804.7
Warnings;3PN;313.15;1;0.75;1.25;600;2;313.15;400;400;0.350259067;-22042437.7;-38824168.4
Warnings;3PN;313.15;1;0.75;1.25;600;2;323.15;200;200;0.65308861;-10442847.8;-15037976.4
Warnings;3PN;313.15;1;0.75;1.25;600;2;323.15;200;400;0.674971819;-10442867.2;-34135319.8
Warnings;3PN;313.15;1;0.75;1.25;600;2;323.15;400;200;0.700478153;-22042457.9;-18080805.1
Warnings;3PN;313.15;1;0.75;1.25;600;2;323.15;400;400;0.350258443;-22042439.2;-38824171.7
Warnings;3PN;313.15;1;0.75;1.25;600;3;303.15;200;200;0.653090651;-10442870.5;-15037982
Warnings;3PN;313.15;1;0.75;1.25;600;3;303.15;200;400;0.674973125;-10442894.9;-34135314.9
Warnings;3PN;313.15;1;0.75;1.25;600;3;303.15;400;200;0.700480474;-22042452.3;-18080804.3
Warnings;3PN;313.15;1;0.75;1.25;600;3;303.15;400;400;0.350259618;-22042435.1;-38824165.4
Warnings;3PN;313.15;1;0.75;1.25;600;3;313.15;200;200;0.653089947;-10442840.9;-15037980.1
Warnings;3PN;313.15;1;0.75;1.25;600;3;313.15;200;400;0.674972493;-10442864.4;-34135321.5
Warnings;3PN;313.15;1;0.75;1.25;600;3;313.15;400;200;0.700479372;-22042455.3;-18080804.7
Warnings;3PN;313.15;1;0.75;1.25;600;3;313.15;400;400;0.350259067;-22042437.7;-38824168.4
Warnings;3PN;313.15;1;0.75;1.25;600;3;323.15;200;200;0.65308861;-10442847.8;-15037976.4
Warnings;3PN;313.15;1;0.75;1.25;600;3;323.15;200;400;0.674971819;-10442867.2;-34135319.8
Warnings;3PN;313.15;1;0.75;1.25;600;3;323.15;400;200;0.700478153;-22042457.9;-18080805.1
Warnings;3PN;313.15;1;0.75;1.25;600;3;323.15;400;400;0.350258443;-22042439.2;-38824171.7
Warnings;3PN;313.15;1;0.75;1.25;720;1;303.15;200;200;0.655318207;-10445211;-15044153
Warnings;3PN;313.15;1;0.75;1.25;720;1;303.15;200;400;0.674973415;-10445214;-34134371.8
Warnings;3PN;313.15;1;0.75;1.25;720;1;303.15;400;200;0.700529299;-22048015.5;-18079794.4
Warnings;3PN;313.15;1;0.75;1.25;720;1;303.15;400;400;0.350329094;-22047994.7;-38809550.1
Warnings;3PN;313.15;1;0.75;1.25;720;1;313.15;200;200;0.655318349;-10445230.3;-15044143.7
Warnings;3PN;313.15;1;0.75;1.25;720;1;313.15;200;400;0.674972903;-10445234.8;-34134366.9
Warnings;3PN;313.15;1;0.75;1.25;720;1;313.15;400;200;0.700527777;-22048009.9;-18079796
Warnings;3PN;313.15;1;0.75;1.25;720;1;313.15;400;400;0.35032843;-22047996.4;-38809553.7
Warnings;3PN;313.15;1;0.75;1.25;720;1;323.15;200;200;0.655317125;-10445235.2;-15044140.4
Warnings;3PN;313.15;1;0.75;1.25;720;1;323.15;200;400;0.674972295;-10445230.5;-34134366.6
Warnings;3PN;313.15;1;0.75;1.25;720;1;323.15;400;200;0.700526374;-22048013.9;-18079796.4
Warnings;3PN;313.15;1;0.75;1.25;720;1;323.15;400;400;0.350327707;-22047998.9;-38809557.6
Warnings;3PN;313.15;1;0.75;1.25;720;2;303.15;200;200;0.655319867;-10445207.7;-15044147.9
Warnings;3PN;313.15;1;0.75;1.25;720;2;303.15;200;400;0.674973407;-10445216.1;-34134371.6
Warnings;3PN;313.15;1;0.75;1.25;720;2;303.15;400;200;0.700529294;-22048015.3;-18079794.4
Warnings;3PN;313.15;1;0.75;1.25;720;2;303.15;400;400;0.350329092;-22047994.6;-38809550.1
Warnings;3PN;313.15;1;0.75;1.25;720;2;313.15;200;200;0.655318349;-10445230.3;-15044143.7
Warnings;3PN;313.15;1;0.75;1.25;720;2;313.15;200;400;0.674972903;-10445234.8;-34134366.9
Warnings;3PN;313.15;1;0.75;1.25;720;2;313.15;400;200;0.700527777;-22048009.9;-18079796
Warnings;3PN;313.15;1;0.75;1.25;720;2;313.15;400;400;0.35032843;-22047996.4;-38809553.7
Warnings;3PN;313.15;1;0.75;1.25;720;2;323.15;200;200;0.655317125;-10445235.2;-15044140.4
Warnings;3PN;313.15;1;0.75;1.25;720;2;323.15;200;400;0.674972295;-10445230.5;-34134366.6
Warnings;3PN;313.15;1;0.75;1.25;720;2;323.15;400;200;0.700526374;-22048013.9;-18079796.4
