"T DMSO","P DMSO","T MIX","P MIX","RR1","RR2","PURITY","SIMRES"
"320","1","315","1.5","1.25","1","0.995553256","Warnings"
"320","1","315","1.5","1.25","1.25","0.995553267","Warnings"
"320","1","315","2","0.5","0.5","0.935266998","Warnings"
"320","1","315","2","0.5","0.75","0.935265691","Warnings"
"320","1","315","2","0.5","1","0.93526781","Warnings"
"320","1","315","2","0.5","1.25","0.935264989","Warnings"
"320","1","315","2","0.75","0.5","0.971713482","Warnings"
"320","1","315","2","0.75","0.75","0.971695803","Warnings"
"320","1","315","2","0.75","1","0.97169331","Warnings"
"320","1","315","2","0.75","1.25","0.971692182","Warnings"
"320","1","315","2","1","0.5","0.993672121","Warnings"
"320","1","315","2","1","0.75","0.993672769","Warnings"
"320","1","315","2","1","1","0.993671389","Warnings"
"320","1","315","2","1","1.25","0.993671122","Warnings"
"320","1","315","2","1.25","0.5","0.995554412","Warnings"
"320","1","315","2","1.25","0.75","0.995553273","Warnings"
"320","1","315","2","1.25","1","0.995553256","Warnings"
"320","1","315","2","1.25","1.25","0.995553267","Warnings"
"320","1","315","2.5","0.5","0.5","0.935266998","Warnings"
"320","1","315","2.5","0.5","0.75","0.935265691","Warnings"
"320","1","315","2.5","0.5","1","0.93526781","Warnings"
"320","1","315","2.5","0.5","1.25","0.935264989","Warnings"
"320","1","315","2.5","0.75","0.5","0.971713482","Warnings"
"320","1","315","2.5","0.75","0.75","0.971695803","Warnings"
"320","1","315","2.5","0.75","1","0.97169331","Warnings"
"320","1","315","2.5","0.75","1.25","0.971692182","Warnings"
"320","1","315","2.5","1","0.5","0.993672121","Warnings"
"320","1","315","2.5","1","0.75","0.993672769","Warnings"
"320","1","315","2.5","1","1","0.993671389","Warnings"
"320","1","315","2.5","1","1.25","0.993671122","Warnings"
"320","1","315","2.5","1.25","0.5","0.995554412","Warnings"
"320","1","315","2.5","1.25","0.75","0.995553273","Warnings"
"320","1","315","2.5","1.25","1","0.995553256","Warnings"
"320","1","315","2.5","1.25","1.25","0.995553267","Warnings"
"320","1","320","1","0.5","0.5","0.933820405","Warnings"
"320","1","320","1","0.5","0.75","0.9338487","Warnings"
"320","1","320","1","0.5","1","0.933850438","Warnings"
"320","1","320","1","0.5","1.25","0.933850232","Warnings"
"320","1","320","1","0.75","0.5","0.970454858","Warnings"
"320","1","320","1","0.75","0.75","0.970435512","Warnings"
"320","1","320","1","0.75","1","0.970433571","Warnings"
"320","1","320","1","0.75","1.25","0.970430785","Warnings"
"320","1","320","1","1","0.5","0.993449556","Warnings"
"320","1","320","1","1","0.75","0.993449332","Warnings"
"320","1","320","1","1","1","0.993451664","Warnings"
"320","1","320","1","1","1.25","0.993451564","Warnings"
"320","1","320","1","1.25","0.5","0.99552605","Warnings"
"320","1","320","1","1.25","0.75","0.995524957","Warnings"
"320","1","320","1","1.25","1","0.995524982","Warnings"
"320","1","320","1","1.25","1.25","0.995524973","Warnings"
"320","1","320","1.5","0.5","0.5","0.933821446","Warnings"
"320","1","320","1.5","0.5","0.75","0.933852477","Warnings"
"320","1","320","1.5","0.5","1","0.933848685","Warnings"
"320","1","320","1.5","0.5","1.25","0.933848583","Warnings"
"320","1","320","1.5","0.75","0.5","0.970454863","Warnings"
"320","1","320","1.5","0.75","0.75","0.970435509","Warnings"
"320","1","320","1.5","0.75","1","0.970433554","Warnings"
"320","1","320","1.5","0.75","1.25","0.970430792","Warnings"
"320","1","320","1.5","1","0.5","0.993449556","Warnings"
"320","1","320","1.5","1","0.75","0.993449332","Warnings"
"320","1","320","1.5","1","1","0.993451664","Warnings"
"320","1","320","1.5","1","1.25","0.993451564","Warnings"
"320","1","320","1.5","1.25","0.5","0.99552605","Warnings"
"320","1","320","1.5","1.25","0.75","0.995524957","Warnings"
"320","1","320","1.5","1.25","1","0.995524982","Warnings"
"320","1","320","1.5","1.25","1.25","0.995524973","Warnings"
"320","1","320","2","0.5","0.5","0.933821446","Warnings"
"320","1","320","2","0.5","0.75","0.933852477","Warnings"
"320","1","320","2","0.5","1","0.933848685","Warnings"
"320","1","320","2","0.5","1.25","0.933848583","Warnings"
"320","1","320","2","0.75","0.5","0.970454864","Warnings"
"320","1","320","2","0.75","0.75","0.97043551","Warnings"
"320","1","320","2","0.75","1","0.970433554","Warnings"
"320","1","320","2","0.75","1.25","0.970430792","Warnings"
"320","1","320","2","1","0.5","0.993449556","Warnings"
"320","1","320","2","1","0.75","0.993449332","Warnings"
"320","1","320","2","1","1","0.993451664","Warnings"
"320","1","320","2","1","1.25","0.993451564","Warnings"
"320","1","320","2","1.25","0.5","0.99552605","Warnings"
"320","1","320","2","1.25","0.75","0.995524957","Warnings"
"320","1","320","2","1.25","1","0.995524982","Warnings"
"320","1","320","2","1.25","1.25","0.995524973","Warnings"
"320","1","320","2.5","0.5","0.5","0.933821446","Warnings"
"320","1","320","2.5","0.5","0.75","0.933852477","Warnings"
"320","1","320","2.5","0.5","1","0.933848685","Warnings"
"320","1","320","2.5","0.5","1.25","0.933848583","Warnings"
"320","1","320","2.5","0.75","0.5","0.970454864","Warnings"
"320","1","320","2.5","0.75","0.75","0.970435509","Warnings"
"320","1","320","2.5","0.75","1","0.970433554","Warnings"
"320","1","320","2.5","0.75","1.25","0.970430792","Warnings"
"320","1","320","2.5","1","0.5","0.993449556","Warnings"
"320","1","320","2.5","1","0.75","0.993449332","Warnings"
"320","1","320","2.5","1","1","0.993451664","Warnings"
"320","1","320","2.5","1","1.25","0.993451564","Warnings"
"320","1","320","2.5","1.25","0.5","0.99552605","Warnings"
"320","1","320","2.5","1.25","0.75","0.995524957","Warnings"
"320","1","320","2.5","1.25","1","0.995524982","Warnings"
"320","1","320","2.5","1.25","1.25","0.995524973","Warnings"
"320","1","325","1","0.5","0.5","0.932366119","Warnings"
"320","1","325","1","0.5","0.75","0.932366379","Warnings"
"320","1","325","1","0.5","1","0.932367183","Warnings"
"320","1","325","1","0.5","1.25","0.932365897","Warnings"
"320","1","325","1","0.75","0.5","0.969133772","Warnings"
"320","1","325","1","0.75","0.75","0.969107172","Warnings"
"320","1","325","1","0.75","1","0.96910647","Warnings"
"320","1","325","1","0.75","1.25","0.969109466","Warnings"
"320","1","325","1","1","0.5","0.993194876","Warnings"
"320","1","325","1","1","0.75","0.993191855","Warnings"
"320","1","325","1","1","1","0.993193918","Warnings"
"320","1","325","1","1","1.25","0.993193776","Warnings"
"320","1","325","1","1.25","0.5","0.99549533","Warnings"
"320","1","325","1","1.25","0.75","0.995493745","Warnings"
"320","1","325","1","1.25","1","0.99549373","Warnings"
"320","1","325","1","1.25","1.25","0.995493748","Warnings"
"320","1","325","1.5","0.5","0.5","0.932308445","Warnings"
"320","1","325","1.5","0.5","0.75","0.932371339","Warnings"
"320","1","325","1.5","0.5","1","0.932365694","Warnings"
"320","1","325","1.5","0.5","1.25","0.932367117","Warnings"
"320","1","325","1.5","0.75","0.5","0.969133263","Warnings"
"320","1","325","1.5","0.75","0.75","0.969107055","Warnings"
"320","1","325","1.5","0.75","1","0.969111303","Warnings"
"320","1","325","1.5","0.75","1.25","0.969109089","Warnings"
"320","1","325","1.5","1","0.5","0.993194902","Warnings"
"320","1","325","1.5","1","0.75","0.993191855","Warnings"
"320","1","325","1.5","1","1","0.993193918","Warnings"
"320","1","325","1.5","1","1.25","0.993193777","Warnings"
"320","1","325","1.5","1.25","0.5","0.99549533","Warnings"
"320","1","325","1.5","1.25","0.75","0.995493745","Warnings"
"320","1","325","1.5","1.25","1","0.99549373","Warnings"
"320","1","325","1.5","1.25","1.25","0.995493748","Warnings"
"320","1","325","2","0.5","0.5","0.932308445","Warnings"
"320","1","325","2","0.5","0.75","0.932371339","Warnings"
"320","1","325","2","0.5","1","0.932365694","Warnings"
"320","1","325","2","0.5","1.25","0.932367117","Warnings"
"320","1","325","2","0.75","0.5","0.969133263","Warnings"
"320","1","325","2","0.75","0.75","0.969107055","Warnings"
"320","1","325","2","0.75","1","0.969111303","Warnings"
"320","1","325","2","0.75","1.25","0.969109089","Warnings"
"320","1","325","2","1","0.5","0.993194902","Warnings"
"320","1","325","2","1","0.75","0.993191855","Warnings"
"320","1","325","2","1","1","0.993193918","Warnings"
"320","1","325","2","1","1.25","0.993193777","Warnings"
"320","1","325","2","1.25","0.5","0.99549533","Warnings"
"320","1","325","2","1.25","0.75","0.995493745","Warnings"
"320","1","325","2","1.25","1","0.99549373","Warnings"
"320","1","325","2","1.25","1.25","0.995493748","Warnings"
"320","1","325","2.5","0.5","0.5","0.932308445","Warnings"
"320","1","325","2.5","0.5","0.75","0.932371339","Warnings"
"320","1","325","2.5","0.5","1","0.932365694","Warnings"
"320","1","325","2.5","0.5","1.25","0.932367117","Warnings"
"320","1","325","2.5","0.75","0.5","0.969133263","Warnings"
"320","1","325","2.5","0.75","0.75","0.969107055","Warnings"
"320","1","325","2.5","0.75","1","0.969111303","Warnings"
"320","1","325","2.5","0.75","1.25","0.969109089","Warnings"
"320","1","325","2.5","1","0.5","0.993194902","Warnings"
"320","1","325","2.5","1","0.75","0.993191855","Warnings"
"320","1","325","2.5","1","1","0.993193918","Warnings"
"320","1","325","2.5","1","1.25","0.993193777","Warnings"
"320","1","325","2.5","1.25","0.5","0.99549533","Warnings"
"320","1","325","2.5","1.25","0.75","0.995493745","Warnings"
"320","1","325","2.5","1.25","1","0.99549373","Warnings"
"320","1","325","2.5","1.25","1.25","0.995493748","Warnings"
"320","1.5","310","1","0.5","0.5","0.936610041","Warnings"
"320","1.5","310","1","0.5","0.75","0.936618005","Warnings"
"320","1.5","310","1","0.5","1","0.936619805","Warnings"
"320","1.5","310","1","0.5","1.25","0.936618539","Warnings"
"320","1.5","310","1","0.75","0.5","0.972911382","Warnings"
"320","1.5","310","1","0.75","0.75","0.97288832","Warnings"
"320","1.5","310","1","0.75","1","0.972888159","Warnings"
"320","1.5","310","1","0.75","1.25","0.972887821","Warnings"
"320","1.5","310","1","1","0.5","0.993860699","Warnings"
"320","1.5","310","1","1","0.75","0.993861107","Warnings"
"320","1.5","310","1","1","1","0.993859841","Warnings"
"320","1.5","310","1","1","1.25","0.99386011","Warnings"
"320","1.5","310","1","1.25","0.5","0.995580338","Warnings"
"320","1.5","310","1","1.25","0.75","0.995578863","Warnings"
"320","1.5","310","1","1.25","1","0.99557893","Warnings"
"320","1.5","310","1","1.25","1.25","0.99557888","Warnings"
"320","1.5","310","1.5","0.5","0.5","0.936625396","Warnings"
"320","1.5","310","1.5","0.5","0.75","0.936617686","Warnings"
"320","1.5","310","1.5","0.5","1","0.936620195","Warnings"
"320","1.5","310","1.5","0.5","1.25","0.936620103","Warnings"
"320","1.5","310","1.5","0.75","0.5","0.972911394","Warnings"
"320","1.5","310","1.5","0.75","0.75","0.972888385","Warnings"
"320","1.5","310","1.5","0.75","1","0.972888218","Warnings"
"320","1.5","310","1.5","0.75","1.25","0.972887777","Warnings"
"320","1.5","310","1.5","1","0.5","0.9938607","Warnings"
"320","1.5","310","1.5","1","0.75","0.993861107","Warnings"
"320","1.5","310","1.5","1","1","0.993859841","Warnings"
"320","1.5","310","1.5","1","1.25","0.993860111","Warnings"
"320","1.5","310","1.5","1.25","0.5","0.995580338","Warnings"
"320","1.5","310","1.5","1.25","0.75","0.995578863","Warnings"
"320","1.5","310","1.5","1.25","1","0.99557893","Warnings"
"320","1.5","310","1.5","1.25","1.25","0.99557888","Warnings"
"320","1.5","310","2","0.5","0.5","0.936625396","OK"
"320","1.5","310","2","0.5","0.75","0.936617686","OK"
"320","1.5","310","2","0.5","1","0.936620195","OK"
"320","1.5","310","2","0.5","1.25","0.936620103","OK"
"320","1.5","310","2","0.75","0.5","0.972911394","OK"
"320","1.5","310","2","0.75","0.75","0.972888385","OK"
"320","1.5","310","2","0.75","1","0.972888218","OK"
"320","1.5","310","2","0.75","1.25","0.972887777","OK"
"320","1.5","310","2","1","0.5","0.9938607","OK"
"320","1.5","310","2","1","0.75","0.993861107","OK"
"320","1.5","310","2","1","1","0.993859841","OK"
"320","1.5","310","2","1","1.25","0.993860111","OK"
"320","1.5","310","2","1.25","0.5","0.995580338","OK"
"320","1.5","310","2","1.25","0.75","0.995578863","OK"
"320","1.5","310","2","1.25","1","0.99557893","OK"
"320","1.5","310","2","1.25","1.25","0.99557888","OK"
"320","1.5","310","2.5","0.5","0.5","0.936625396","OK"
"320","1.5","310","2.5","0.5","0.75","0.936617686","OK"
"320","1.5","310","2.5","0.5","1","0.936620195","OK"
"320","1.5","310","2.5","0.5","1.25","0.936620103","OK"
"320","1.5","310","2.5","0.75","0.5","0.972911394","OK"
"320","1.5","310","2.5","0.75","0.75","0.972888384","OK"
"320","1.5","310","2.5","0.75","1","0.972888218","OK"
"320","1.5","310","2.5","0.75","1.25","0.972887777","OK"
"320","1.5","310","2.5","1","0.5","0.9938607","OK"
"320","1.5","310","2.5","1","0.75","0.993861107","OK"
"320","1.5","310","2.5","1","1","0.993859841","OK"
"320","1.5","310","2.5","1","1.25","0.993860111","OK"
"320","1.5","310","2.5","1.25","0.5","0.995580338","OK"
"320","1.5","310","2.5","1.25","0.75","0.995578863","OK"
"320","1.5","310","2.5","1.25","1","0.99557893","OK"
"320","1.5","310","2.5","1.25","1.25","0.99557888","OK"
"320","1.5","315","1","0.5","0.5","0.935211513","Warnings"
"320","1.5","315","1","0.5","0.75","0.935258385","Warnings"
"320","1.5","315","1","0.5","1","0.935268438","Warnings"
"320","1.5","315","1","0.5","1.25","0.935266032","Warnings"
"320","1.5","315","1","0.75","0.5","0.971713491","Warnings"
"320","1.5","315","1","0.75","0.75","0.971695513","Warnings"
"320","1.5","315","1","0.75","1","0.971694478","Warnings"
"320","1.5","315","1","0.75","1.25","0.971692072","Warnings"
"320","1.5","315","1","1","0.5","0.993671964","Warnings"
"320","1.5","315","1","1","0.75","0.993672822","Warnings"
"320","1.5","315","1","1","1","0.993671395","Warnings"
"320","1.5","315","1","1","1.25","0.993671443","Warnings"
"320","1.5","315","1","1.25","0.5","0.995554411","Warnings"
"320","1.5","315","1","1.25","0.75","0.995553273","Warnings"
"320","1.5","315","1","1.25","1","0.995553256","Warnings"
"320","1.5","315","1","1.25","1.25","0.995553267","Warnings"
"320","1.5","315","1.5","0.5","0.5","0.935266998","Warnings"
"320","1.5","315","1.5","0.5","0.75","0.935265692","Warnings"
"320","1.5","315","1.5","0.5","1","0.93526781","Warnings"
"320","1.5","315","1.5","0.5","1.25","0.935264988","Warnings"
"320","1.5","315","1.5","0.75","0.5","0.971713482","Warnings"
"320","1.5","315","1.5","0.75","0.75","0.971695803","Warnings"
"320","1.5","315","1.5","0.75","1","0.97169331","Warnings"
"320","1.5","315","1.5","0.75","1.25","0.971692182","Warnings"
"320","1.5","315","1.5","1","0.5","0.993672121","Warnings"
"320","1.5","315","1.5","1","0.75","0.993672769","Warnings"
"320","1.5","315","1.5","1","1","0.993671389","Warnings"
"320","1.5","315","1.5","1","1.25","0.993671122","Warnings"
"320","1.5","315","1.5","1.25","0.5","0.995554412","Warnings"
"320","1.5","315","1.5","1.25","0.75","0.995553273","Warnings"
"320","1.5","315","1.5","1.25","1","0.995553256","Warnings"
"320","1.5","315","1.5","1.25","1.25","0.995553267","Warnings"
"320","1.5","315","2","0.5","0.5","0.935266998","OK"
"320","1.5","315","2","0.5","0.75","0.935265691","OK"
"320","1.5","315","2","0.5","1","0.93526781","OK"
"320","1.5","315","2","0.5","1.25","0.935264989","OK"
"320","1.5","315","2","0.75","0.5","0.971713482","OK"
"320","1.5","315","2","0.75","0.75","0.971695803","OK"
"320","1.5","315","2","0.75","1","0.97169331","OK"
"320","1.5","315","2","0.75","1.25","0.971692182","OK"
"320","1.5","315","2","1","0.5","0.993672121","OK"
"320","1.5","315","2","1","0.75","0.993672769","OK"
"320","1.5","315","2","1","1","0.993671389","OK"
"320","1.5","315","2","1","1.25","0.993671122","OK"
"320","1.5","315","2","1.25","0.5","0.995554412","OK"
"320","1.5","315","2","1.25","0.75","0.995553273","OK"
"320","1.5","315","2","1.25","1","0.995553256","OK"
"320","1.5","315","2","1.25","1.25","0.995553267","OK"
"320","1.5","315","2.5","0.5","0.5","0.935266998","OK"
"320","1.5","315","2.5","0.5","0.75","0.935265691","OK"
"320","1.5","315","2.5","0.5","1","0.93526781","OK"
"320","1.5","315","2.5","0.5","1.25","0.935264989","OK"
"320","1.5","315","2.5","0.75","0.5","0.971713482","OK"
"320","1.5","315","2.5","0.75","0.75","0.971695803","OK"
"320","1.5","315","2.5","0.75","1","0.97169331","OK"
"320","1.5","315","2.5","0.75","1.25","0.971692182","OK"
"320","1.5","315","2.5","1","0.5","0.993672121","OK"
"320","1.5","315","2.5","1","0.75","0.993672769","OK"
"320","1.5","315","2.5","1","1","0.993671389","OK"
"320","1.5","315","2.5","1","1.25","0.993671122","OK"
"320","1.5","315","2.5","1.25","0.5","0.995554412","OK"
"320","1.5","315","2.5","1.25","0.75","0.995553273","OK"
"320","1.5","315","2.5","1.25","1","0.995553256","OK"
"320","1.5","315","2.5","1.25","1.25","0.995553267","OK"
"320","1.5","320","1","0.5","0.5","0.933820405","Warnings"
"320","1.5","320","1","0.5","0.75","0.9338487","Warnings"
"320","1.5","320","1","0.5","1","0.933850438","Warnings"
"320","1.5","320","1","0.5","1.25","0.933850232","Warnings"
"320","1.5","320","1","0.75","0.5","0.97045486","Warnings"
"320","1.5","320","1","0.75","0.75","0.970435512","Warnings"
"320","1.5","320","1","0.75","1","0.970433572","Warnings"
"320","1.5","320","1","0.75","1.25","0.970430786","Warnings"
"320","1.5","320","1","1","0.5","0.993449556","Warnings"
"320","1.5","320","1","1","0.75","0.993449332","Warnings"
"320","1.5","320","1","1","1","0.993451664","Warnings"
"320","1.5","320","1","1","1.25","0.993451564","Warnings"
"320","1.5","320","1","1.25","0.5","0.99552605","Warnings"
"320","1.5","320","1","1.25","0.75","0.995524957","Warnings"
"320","1.5","320","1","1.25","1","0.995524982","Warnings"
"320","1.5","320","1","1.25","1.25","0.995524973","Warnings"
"320","1.5","320","1.5","0.5","0.5","0.933821446","Warnings"
"320","1.5","320","1.5","0.5","0.75","0.933852477","Warnings"
"320","1.5","320","1.5","0.5","1","0.933848685","Warnings"
"320","1.5","320","1.5","0.5","1.25","0.933848583","Warnings"
"320","1.5","320","1.5","0.75","0.5","0.970454863","Warnings"
"320","1.5","320","1.5","0.75","0.75","0.970435509","Warnings"
"320","1.5","320","1.5","0.75","1","0.970433554","Warnings"
"320","1.5","320","1.5","0.75","1.25","0.970430792","Warnings"
"320","1.5","320","1.5","1","0.5","0.993449556","Warnings"
"320","1.5","320","1.5","1","0.75","0.993449332","Warnings"
"320","1.5","320","1.5","1","1","0.993451664","Warnings"
"320","1.5","320","1.5","1","1.25","0.993451564","Warnings"
"320","1.5","320","1.5","1.25","0.5","0.99552605","Warnings"
"320","1.5","320","1.5","1.25","0.75","0.995524957","Warnings"
"320","1.5","320","1.5","1.25","1","0.995524982","Warnings"
"320","1.5","320","1.5","1.25","1.25","0.995524973","Warnings"
"320","1.5","320","2","0.5","0.5","0.933821446","OK"
"320","1.5","320","2","0.5","0.75","0.933852477","OK"
"320","1.5","320","2","0.5","1","0.933848685","OK"
"320","1.5","320","2","0.5","1.25","0.933848583","OK"
"320","1.5","320","2","0.75","0.5","0.970454863","OK"
"320","1.5","320","2","0.75","0.75","0.970435509","OK"
"320","1.5","320","2","0.75","1","0.970433554","OK"
"320","1.5","320","2","0.75","1.25","0.970430792","OK"
"320","1.5","320","2","1","0.5","0.993449556","OK"
"320","1.5","320","2","1","0.75","0.993449332","OK"
"320","1.5","320","2","1","1","0.993451664","OK"
"320","1.5","320","2","1","1.25","0.993451564","OK"
"320","1.5","320","2","1.25","0.5","0.99552605","OK"
"320","1.5","320","2","1.25","0.75","0.995524957","OK"
"320","1.5","320","2","1.25","1","0.995524982","OK"
"320","1.5","320","2","1.25","1.25","0.995524973","OK"
"320","1.5","320","2.5","0.5","0.5","0.933821446","OK"
"320","1.5","320","2.5","0.5","0.75","0.933852477","OK"
"320","1.5","320","2.5","0.5","1","0.933848685","OK"
"320","1.5","320","2.5","0.5","1.25","0.933848583","OK"
"320","1.5","320","2.5","0.75","0.5","0.970454863","OK"
"320","1.5","320","2.5","0.75","0.75","0.970435509","OK"
"320","1.5","320","2.5","0.75","1","0.970433554","OK"
"320","1.5","320","2.5","0.75","1.25","0.970430792","OK"
"320","1.5","320","2.5","1","0.5","0.993449556","OK"
"320","1.5","320","2.5","1","0.75","0.993449332","OK"
"320","1.5","320","2.5","1","1","0.993451664","OK"
"320","1.5","320","2.5","1","1.25","0.993451564","OK"
"320","1.5","320","2.5","1.25","0.5","0.99552605","OK"
"320","1.5","320","2.5","1.25","0.75","0.995524957","OK"
"320","1.5","320","2.5","1.25","1","0.995524982","OK"
"320","1.5","320","2.5","1.25","1.25","0.995524973","OK"
"320","1.5","325","1","0.5","0.5","0.932366119","Warnings"
"320","1.5","325","1","0.5","0.75","0.932366379","Warnings"
"320","1.5","325","1","0.5","1","0.932367183","Warnings"
"320","1.5","325","1","0.5","1.25","0.932365897","Warnings"
"320","1.5","325","1","0.75","0.5","0.969133772","Warnings"
"320","1.5","325","1","0.75","0.75","0.969107172","Warnings"
"320","1.5","325","1","0.75","1","0.96910647","Warnings"
"320","1.5","325","1","0.75","1.25","0.969109466","Warnings"
"320","1.5","325","1","1","0.5","0.993194876","Warnings"
"320","1.5","325","1","1","0.75","0.993191855","Warnings"
"320","1.5","325","1","1","1","0.993193918","Warnings"
"320","1.5","325","1","1","1.25","0.993193776","Warnings"
"320","1.5","325","1","1.25","0.5","0.99549533","Warnings"
"320","1.5","325","1","1.25","0.75","0.995493745","Warnings"
"320","1.5","325","1","1.25","1","0.99549373","Warnings"
"320","1.5","325","1","1.25","1.25","0.995493748","Warnings"
"320","1.5","325","1.5","0.5","0.5","0.932308445","Warnings"
"320","1.5","325","1.5","0.5","0.75","0.932371339","Warnings"
"320","1.5","325","1.5","0.5","1","0.932365694","Warnings"
"320","1.5","325","1.5","0.5","1.25","0.932367117","Warnings"
"320","1.5","325","1.5","0.75","0.5","0.969133264","Warnings"
"320","1.5","325","1.5","0.75","0.75","0.969107055","Warnings"
"320","1.5","325","1.5","0.75","1","0.969111303","Warnings"
"320","1.5","325","1.5","0.75","1.25","0.969109089","Warnings"
"320","1.5","325","1.5","1","0.5","0.993194902","Warnings"
"320","1.5","325","1.5","1","0.75","0.993191855","Warnings"
"320","1.5","325","1.5","1","1","0.993193918","Warnings"
"320","1.5","325","1.5","1","1.25","0.993193777","Warnings"
"320","1.5","325","1.5","1.25","0.5","0.99549533","Warnings"
"320","1.5","325","1.5","1.25","0.75","0.995493745","Warnings"
"320","1.5","325","1.5","1.25","1","0.99549373","Warnings"
"320","1.5","325","1.5","1.25","1.25","0.995493748","Warnings"
"320","1.5","325","2","0.5","0.5","0.932308445","OK"
"320","1.5","325","2","0.5","0.75","0.932371339","OK"
"320","1.5","325","2","0.5","1","0.932365694","OK"
"320","1.5","325","2","0.5","1.25","0.932367117","OK"
"320","1.5","325","2","0.75","0.5","0.969133263","OK"
"320","1.5","325","2","0.75","0.75","0.969107055","OK"
"320","1.5","325","2","0.75","1","0.969111303","OK"
"320","1.5","325","2","0.75","1.25","0.969109089","OK"
"320","1.5","325","2","1","0.5","0.993194902","OK"
"320","1.5","325","2","1","0.75","0.993191855","OK"
"320","1.5","325","2","1","1","0.993193918","OK"
"320","1.5","325","2","1","1.25","0.993193777","OK"
"320","1.5","325","2","1.25","0.5","0.99549533","OK"
"320","1.5","325","2","1.25","0.75","0.995493745","OK"
"320","1.5","325","2","1.25","1","0.99549373","OK"
"320","1.5","325","2","1.25","1.25","0.995493748","OK"
"320","1.5","325","2.5","0.5","0.5","0.932308445","OK"
"320","1.5","325","2.5","0.5","0.75","0.932371339","OK"
"320","1.5","325","2.5","0.5","1","0.932365694","OK"
"320","1.5","325","2.5","0.5","1.25","0.932367117","OK"
"320","1.5","325","2.5","0.75","0.5","0.969133263","OK"
"320","1.5","325","2.5","0.75","0.75","0.969107055","OK"
"320","1.5","325","2.5","0.75","1","0.969111303","OK"
"320","1.5","325","2.5","0.75","1.25","0.969109089","OK"
"320","1.5","325","2.5","1","0.5","0.993194902","OK"
"320","1.5","325","2.5","1","0.75","0.993191855","OK"
"320","1.5","325","2.5","1","1","0.993193918","OK"
"320","1.5","325","2.5","1","1.25","0.993193777","OK"
"320","1.5","325","2.5","1.25","0.5","0.99549533","OK"
"320","1.5","325","2.5","1.25","0.75","0.995493745","OK"
"320","1.5","325","2.5","1.25","1","0.99549373","OK"
"320","1.5","325","2.5","1.25","1.25","0.995493748","OK"
"320","2","310","1","0.5","0.5","0.936610041","Warnings"
"320","2","310","1","0.5","0.75","0.936618005","Warnings"
"320","2","310","1","0.5","1","0.936619805","Warnings"
"320","2","310","1","0.5","1.25","0.936618539","Warnings"
"320","2","310","1","0.75","0.5","0.972911382","Warnings"
"320","2","310","1","0.75","0.75","0.97288832","Warnings"
"320","2","310","1","0.75","1","0.972888159","Warnings"
"320","2","310","1","0.75","1.25","0.972887821","Warnings"
"320","2","310","1","1","0.5","0.993860699","Warnings"
"320","2","310","1","1","0.75","0.993861107","Warnings"
"320","2","310","1","1","1","0.993859841","Warnings"
"320","2","310","1","1","1.25","0.99386011","Warnings"
"320","2","310","1","1.25","0.5","0.995580338","Warnings"
"320","2","310","1","1.25","0.75","0.995578863","Warnings"
"320","2","310","1","1.25","1","0.99557893","Warnings"
"320","2","310","1","1.25","1.25","0.99557888","Warnings"
"320","2","310","1.5","0.5","0.5","0.936625396","Warnings"
"320","2","310","1.5","0.5","0.75","0.936617686","Warnings"
"320","2","310","1.5","0.5","1","0.936620195","Warnings"
"320","2","310","1.5","0.5","1.25","0.936620103","Warnings"
"320","2","310","1.5","0.75","0.5","0.972911394","Warnings"
"320","2","310","1.5","0.75","0.75","0.972888385","Warnings"
"320","2","310","1.5","0.75","1","0.972888218","Warnings"
"320","2","310","1.5","0.75","1.25","0.972887777","Warnings"
"320","2","310","1.5","1","0.5","0.9938607","Warnings"
"320","2","310","1.5","1","0.75","0.993861107","Warnings"
"320","2","310","1.5","1","1","0.993859841","Warnings"
"320","2","310","1.5","1","1.25","0.993860111","Warnings"
"320","2","310","1.5","1.25","0.5","0.995580338","Warnings"
"320","2","310","1.5","1.25","0.75","0.995578863","Warnings"
"320","2","310","1.5","1.25","1","0.99557893","Warnings"
"320","2","310","1.5","1.25","1.25","0.99557888","Warnings"
"320","2","310","2","0.5","0.5","0.936625396","OK"
"320","2","310","2","0.5","0.75","0.936617686","OK"
"320","2","310","2","0.5","1","0.936620195","OK"
"320","2","310","2","0.5","1.25","0.936620103","OK"
"320","2","310","2","0.75","0.5","0.972911394","OK"
"320","2","310","2","0.75","0.75","0.972888385","OK"
"320","2","310","2","0.75","1","0.972888218","OK"
"320","2","310","2","0.75","1.25","0.972887777","OK"
"320","2","310","2","1","0.5","0.9938607","OK"
"320","2","310","2","1","0.75","0.993861107","OK"
"320","2","310","2","1","1","0.993859841","OK"
"320","2","310","2","1","1.25","0.993860111","OK"
"320","2","310","2","1.25","0.5","0.995580338","OK"
"320","2","310","2","1.25","0.75","0.995578863","OK"
"320","2","310","2","1.25","1","0.99557893","OK"
"320","2","310","2","1.25","1.25","0.99557888","OK"
"320","2","310","2.5","0.5","0.5","0.936625396","OK"
"320","2","310","2.5","0.5","0.75","0.936617686","OK"
"320","2","310","2.5","0.5","1","0.936620195","OK"
"320","2","310","2.5","0.5","1.25","0.936620103","OK"
"320","2","310","2.5","0.75","0.5","0.972911394","OK"
"320","2","310","2.5","0.75","0.75","0.972888385","OK"
"320","2","310","2.5","0.75","1","0.972888218","OK"
"320","2","310","2.5","0.75","1.25","0.972887777","OK"
