Simulation status,Solvent,T(C) ,P(bar),RR-01,RR-02,Solvent flowrate (kmol/hr),Methanol purity,C-01 duty (kJ/hr),C-02 duty (kJ/hr)
Warnings,DMSO,30,1,0.25,0.25,600,0.885943219,-10257306.7,-12047071.4
Warnings,DMSO,30,1,0.25,0.25,650,0.903001455,-10228393.8,-12073224.7
Warnings,DMSO,30,1,0.25,0.25,720,0.926434925,-10188874.6,-12107959.1
Warnings,DMSO,30,1,0.25,0.25,770,0.942783706,-10161174.2,-12131298
Warnings,DMSO,30,1,0.25,0.25,830,0.960321597,-10128682.8,-12217665.3
Warnings,DMSO,30,1,0.25,0.5,600,0.885945439,-10257090.3,-14456468
Warnings,DMSO,30,1,0.25,0.5,650,0.903034632,-10228407.5,-14487928.5
Warnings,DMSO,30,1,0.25,0.5,720,0.92643589,-10188874.2,-14529528.8
Warnings,DMSO,30,1,0.25,0.5,770,0.942785361,-10161174,-14557475.7
Warnings,DMSO,30,1,0.25,0.5,830,0.961888127,-10128682.8,-14588821.5
Warnings,DMSO,30,1,0.25,0.75,600,0.885945445,-10257090.3,-16865896.1
Warnings,DMSO,30,1,0.25,0.75,650,0.903034642,-10228407.5,-16902578.8
Warnings,DMSO,30,1,0.25,0.75,720,0.926435909,-10188874.2,-16951109.1
Warnings,DMSO,30,1,0.25,0.75,770,0.94278539,-10161174,-16983715.5
Warnings,DMSO,30,1,0.25,0.75,830,0.961888181,-10128682.8,-17020284.4
Warnings,DMSO,30,1,0.25,1,600,0.885945446,-10257090.3,-19275302.6
Warnings,DMSO,30,1,0.25,1,650,0.903034644,-10228407.5,-19317231.6
Warnings,DMSO,30,1,0.25,1,720,0.926435913,-10188874.2,-19372694.5
Warnings,DMSO,30,1,0.25,1,770,0.942785396,-10161174,-19409959.2
Warnings,DMSO,30,1,0.25,1,830,0.961888193,-10128682.8,-19451751.7
Warnings,DMSO,30,1,0.25,1.25,600,0.885945447,-10257090.3,-21684712.9
Warnings,DMSO,30,1,0.25,1.25,650,0.903034645,-10228407.5,-21731885.5
Warnings,DMSO,30,1,0.25,1.25,720,0.926435915,-10188874.2,-21794281
Warnings,DMSO,30,1,0.25,1.25,770,0.942785398,-10161174,-21836203.8
Warnings,DMSO,30,1,0.25,1.25,830,0.961888196,-10128682.8,-21883220.2
Warnings,DMSO,30,1,0.5,0.25,600,0.92301075,-12218495.4,-12108906.2
Warnings,DMSO,30,1,0.5,0.25,650,0.940149904,-12184234.6,-12133422
Warnings,DMSO,30,1,0.5,0.25,720,0.963315457,-12137484.3,-12165079.8
Warnings,DMSO,30,1,0.5,0.25,770,0.978702803,-12106058.7,-12185109.5
Warnings,DMSO,30,1,0.5,0.25,830,0.989462271,-12079710.6,-12277173
Warnings,DMSO,30,1,0.5,0.5,600,0.922977366,-12218836,-14530608.8
Warnings,DMSO,30,1,0.5,0.5,650,0.940150639,-12184234.6,-14560100
Warnings,DMSO,30,1,0.5,0.5,720,0.963315992,-12137484.1,-14598071.2
Warnings,DMSO,30,1,0.5,0.5,770,0.978704784,-12106058.7,-14622035.1
Warnings,DMSO,30,1,0.5,0.5,830,0.991577375,-12079710.4,-14641225.3
Warnings,DMSO,30,1,0.5,0.75,600,0.922977372,-12218836,-16952397.9
Warnings,DMSO,30,1,0.5,0.75,650,0.940150649,-12184234.6,-16986779.4
Warnings,DMSO,30,1,0.5,0.75,720,0.963316012,-12137484.1,-17031082
Warnings,DMSO,30,1,0.5,0.75,770,0.978704816,-12106058.7,-17059036.2
Warnings,DMSO,30,1,0.5,0.75,830,0.991577433,-12079710.4,-17081423.6
Warnings,DMSO,30,1,0.5,1,600,0.922977373,-12218836,-19374163.5
Warnings,DMSO,30,1,0.5,1,650,0.940150652,-12184234.6,-19413461.2
Warnings,DMSO,30,1,0.5,1,720,0.963316017,-12137484.1,-19464085.9
Warnings,DMSO,30,1,0.5,1,770,0.978704824,-12106058.7,-19496039.6
Warnings,DMSO,30,1,0.5,1,830,0.991577444,-12079710.4,-19521624.9
Warnings,DMSO,30,1,0.5,1.25,600,0.922977374,-12218836,-21795931.5
Warnings,DMSO,30,1,0.5,1.25,650,0.940150653,-12184234.6,-21840143.9
Warnings,DMSO,30,1,0.5,1.25,720,0.963316018,-12137484.1,-21897096.5
Warnings,DMSO,30,1,0.5,1.25,770,0.978704826,-12106058.7,-21933044.4
Warnings,DMSO,30,1,0.5,1.25,830,0.991577448,-12079710.4,-21961827.5
Warnings,DMSO,30,1,0.75,0.25,600,0.959392177,-14167899.3,-12160424.9
Warnings,DMSO,30,1,0.75,0.25,650,0.975826729,-14128964.4,-12181989.7
Warnings,DMSO,30,1,0.75,0.25,720,0.991796509,-14090762.5,-12201954.7
Warnings,DMSO,30,1,0.75,0.25,770,0.99459819,-14083886.8,-12205405.1
Warnings,DMSO,30,1,0.75,0.25,830,0.993283926,-14081811.1,-12284789.5
Warnings,DMSO,30,1,0.75,0.5,600,0.959358236,-14168022.4,-14592434.3
Warnings,DMSO,30,1,0.75,0.5,650,0.975825975,-14128965.4,-14618379.3
Warnings,DMSO,30,1,0.75,0.5,720,0.991797742,-14090758.8,-14642319.3
Warnings,DMSO,30,1,0.75,0.5,770,0.994600493,-14083886.4,-14646369.5
Warnings,DMSO,30,1,0.75,0.5,830,0.995481527,-14081811.1,-14647627.1
Warnings,DMSO,30,1,0.75,0.75,600,0.959358233,-14168022.6,-17024526.6
Warnings,DMSO,30,1,0.75,0.75,650,0.975825988,-14128965.4,-17054771.2
Warnings,DMSO,30,1,0.75,0.75,720,0.991797763,-14090758.8,-17082702.2
Warnings,DMSO,30,1,0.75,0.75,770,0.994600526,-14083886.4,-17090634.5
Warnings,DMSO,30,1,0.75,0.75,830,0.995481585,-14081811.1,-17088896.3
Warnings,DMSO,30,1,0.75,1,600,0.959358235,-14168022.6,-19456601.4
Warnings,DMSO,30,1,0.75,1,650,0.97582599,-14128965.4,-19491166.6
Warnings,DMSO,30,1,0.75,1,720,0.991797768,-14090758.8,-19523086.9
Warnings,DMSO,30,1,0.75,1,770,0.994600534,-14083886.4,-19532153.3
Warnings,DMSO,30,1,0.75,1,830,0.995481597,-14081811.1,-19531313.8
Warnings,DMSO,30,1,0.75,1.25,600,0.959358235,-14168022.6,-21888674.8
Warnings,DMSO,30,1,0.75,1.25,650,0.975825991,-14128965.4,-21927562.6
Warnings,DMSO,30,1,0.75,1.25,720,0.99179777,-14090758.8,-21963472.4
Warnings,DMSO,30,1,0.75,1.25,770,0.994600536,-14083886.4,-21973672.3
Warnings,DMSO,30,1,0.75,1.25,830,0.995481601,-14081811.1,-21972727.8
Warnings,DMSO,30,1,1,0.25,600,0.989262903,-16109826.7,-12199048.7
Warnings,DMSO,30,1,1,0.25,650,0.993960186,-16096898.1,-12204767.3
Warnings,DMSO,30,1,1,0.25,720,0.995386411,-16093046.5,-12206489.4
Warnings,DMSO,30,1,1,0.25,770,0.995723158,-16092152,-12206954.9
Warnings,DMSO,30,1,1,0.25,830,0.99372697,-16091617.8,-12285677.1
Warnings,DMSO,30,1,1,0.5,600,0.989269164,-16109742.3,-14638868.4
Warnings,DMSO,30,1,1,0.5,650,0.993959753,-16096904.7,-14645702.6
Warnings,DMSO,30,1,1,0.5,720,0.99538697,-16093046.5,-14647755.9
Warnings,DMSO,30,1,1,0.5,770,0.995725453,-16092152,-14648234.6
Warnings,DMSO,30,1,1,0.5,830,0.995931583,-16091617.8,-14648518.7
Warnings,DMSO,30,1,1,0.75,600,0.98926917,-16109742.3,-17078676.8
Warnings,DMSO,30,1,1,0.75,650,0.993959764,-16096904.7,-17086652.4
Warnings,DMSO,30,1,1,0.75,720,0.995386992,-16093046.5,-17089047.3
Warnings,DMSO,30,1,1,0.75,770,0.995725486,-16092152,-17089995
Warnings,DMSO,30,1,1,0.75,830,0.99593164,-16091617.8,-17089935.5
Warnings,DMSO,30,1,1,1,600,0.989269172,-16109742.3,-19518487.7
Warnings,DMSO,30,1,1,1,650,0.993959767,-16096904.7,-19533696.3
Warnings,DMSO,30,1,1,1,720,0.995386997,-16093046.5,-19532200.9
Warnings,DMSO,30,1,1,1,770,0.995725494,-16092152,-19531419.1
Warnings,DMSO,30,1,1,1,830,0.995931652,-16091617.8,-19531623.1
Warnings,DMSO,30,1,1,1.25,600,0.989269173,-16109742.3,-21958293.6
Warnings,DMSO,30,1,1,1.25,650,0.993959768,-16096904.7,-21975408.7
Warnings,DMSO,30,1,1,1.25,720,0.995386998,-16093046.5,-21973725.8
Warnings,DMSO,30,1,1,1.25,770,0.995725496,-16092152,-21972846.3
Warnings,DMSO,30,1,1,1.25,830,0.995931656,-16091617.8,-21973075.8
Warnings,DMSO,30,1,1.25,0.25,600,0.994812313,-18106093.4,-12205882.6
Warnings,DMSO,30,1,1.25,0.25,650,0.995453361,-18104095.9,-12206651.7
Warnings,DMSO,30,1,1.25,0.25,720,0.995836881,-18102963.8,-12207117.9
Warnings,DMSO,30,1,1.25,0.25,770,0.995972291,-18102580.6,-12207344.4
Warnings,DMSO,30,1,1.25,0.25,830,0.99386751,-18102300.7,-12285964.3
Warnings,DMSO,30,1,1.25,0.5,600,0.994811681,-18106100.2,-14647059.6
Warnings,DMSO,30,1,1.25,0.5,650,0.995453626,-18104109.6,-14647972.7
Warnings,DMSO,30,1,1.25,0.5,720,0.995837454,-18102963.8,-14648513
Warnings,DMSO,30,1,1.25,0.5,770,0.995974593,-18102580.6,-14648702.2
Warnings,DMSO,30,1,1.25,0.5,830,0.996073691,-18102300.7,-14648835.4
Warnings,DMSO,30,1,1.25,0.75,600,0.994811687,-18106100.2,-17088233.2
Warnings,DMSO,30,1,1.25,0.75,650,0.995453636,-18104109.6,-17090040
Warnings,DMSO,30,1,1.25,0.75,720,0.995837475,-18102963.8,-17089931
Warnings,DMSO,30,1,1.25,0.75,770,0.995974626,-18102580.6,-17090308.1
Warnings,DMSO,30,1,1.25,0.75,830,0.996073748,-18102300.7,-17090304.8
Warnings,DMSO,30,1,1.25,1,600,0.994811689,-18106100.2,-19529409.3
Warnings,DMSO,30,1,1.25,1,650,0.995453639,-18104109.6,-19531474.1
Warnings,DMSO,30,1,1.25,1,720,0.99583748,-18102963.8,-19531851.6
Warnings,DMSO,30,1,1.25,1,770,0.995974634,-18102580.6,-19531779.1
Warnings,DMSO,30,1,1.25,1,830,0.99607376,-18102300.7,-19531904.9
Warnings,DMSO,30,1,1.25,1.25,600,0.99481169,-18106100.2,-21970584.6
Warnings,DMSO,30,1,1.25,1.25,650,0.99545364,-18104109.6,-21972908.4
Warnings,DMSO,30,1,1.25,1.25,720,0.995837481,-18102963.8,-21973332.9
Warnings,DMSO,30,1,1.25,1.25,770,0.995974637,-18102580.6,-21973251.3
Warnings,DMSO,30,1,1.25,1.25,830,0.996073764,-18102300.7,-21973392.8
OK,DMSO,30,1.5,0.25,0.25,600,0.885980092,-10257101.7,-12047124.1
OK,DMSO,30,1.5,0.25,0.25,650,0.903001727,-10228397.1,-12073225.3
OK,DMSO,30,1.5,0.25,0.25,720,0.926434809,-10188873.8,-12107958.9
OK,DMSO,30,1.5,0.25,0.25,770,0.942783711,-10161174.2,-12131298
OK,DMSO,30,1.5,0.25,0.25,830,0.960321597,-10128682.8,-12217665.3
OK,DMSO,30,1.5,0.25,0.5,600,0.885945439,-10257090.3,-14456468
OK,DMSO,30,1.5,0.25,0.5,650,0.903034632,-10228407.5,-14487928.5
OK,DMSO,30,1.5,0.25,0.5,720,0.92643589,-10188874.2,-14529528.8
OK,DMSO,30,1.5,0.25,0.5,770,0.942785358,-10161174,-14557475.6
OK,DMSO,30,1.5,0.25,0.5,830,0.961888127,-10128682.8,-14588821.5
OK,DMSO,30,1.5,0.25,0.75,600,0.885945445,-10257090.3,-16865896.1
OK,DMSO,30,1.5,0.25,0.75,650,0.903034642,-10228407.5,-16902578.8
OK,DMSO,30,1.5,0.25,0.75,720,0.926435909,-10188874.2,-16951109.1
OK,DMSO,30,1.5,0.25,0.75,770,0.942785389,-10161174,-16983715.5
OK,DMSO,30,1.5,0.25,0.75,830,0.961888181,-10128682.8,-17020284.4
OK,DMSO,30,1.5,0.25,1,600,0.885945446,-10257090.3,-19275302.6
OK,DMSO,30,1.5,0.25,1,650,0.903034644,-10228407.5,-19317231.6
OK,DMSO,30,1.5,0.25,1,720,0.926435913,-10188874.2,-19372694.5
OK,DMSO,30,1.5,0.25,1,770,0.942785396,-10161174,-19409959.2
OK,DMSO,30,1.5,0.25,1,830,0.961888192,-10128682.8,-19451751.7
OK,DMSO,30,1.5,0.25,1.25,600,0.885945447,-10257090.3,-21684712.9
OK,DMSO,30,1.5,0.25,1.25,650,0.903034645,-10228407.5,-21731885.5
OK,DMSO,30,1.5,0.25,1.25,720,0.926435915,-10188874.2,-21794281
OK,DMSO,30,1.5,0.25,1.25,770,0.942785398,-10161174,-21836203.8
OK,DMSO,30,1.5,0.25,1.25,830,0.961888197,-10128682.8,-21883220.2
OK,DMSO,30,1.5,0.5,0.25,600,0.92301075,-12218495.4,-12108906.2
OK,DMSO,30,1.5,0.5,0.25,650,0.940149904,-12184234.6,-12133422
OK,DMSO,30,1.5,0.5,0.25,720,0.963315458,-12137484.3,-12165079.8
OK,DMSO,30,1.5,0.5,0.25,770,0.978702803,-12106058.7,-12185109.5
OK,DMSO,30,1.5,0.5,0.25,830,0.989462271,-12079710.6,-12277173
OK,DMSO,30,1.5,0.5,0.5,600,0.922977366,-12218836,-14530608.8
OK,DMSO,30,1.5,0.5,0.5,650,0.940150639,-12184234.6,-14560100
OK,DMSO,30,1.5,0.5,0.5,720,0.963315992,-12137484.1,-14598071.2
OK,DMSO,30,1.5,0.5,0.5,770,0.978704784,-12106058.7,-14622035.1
OK,DMSO,30,1.5,0.5,0.5,830,0.991577375,-12079710.4,-14641225.3
OK,DMSO,30,1.5,0.5,0.75,600,0.922977372,-12218836,-16952397.9
OK,DMSO,30,1.5,0.5,0.75,650,0.940150649,-12184234.6,-16986779.4
OK,DMSO,30,1.5,0.5,0.75,720,0.963316012,-12137484.1,-17031082
OK,DMSO,30,1.5,0.5,0.75,770,0.978704816,-12106058.7,-17059036.2
OK,DMSO,30,1.5,0.5,0.75,830,0.991577432,-12079710.4,-17081423.6
OK,DMSO,30,1.5,0.5,1,600,0.922977373,-12218836,-19374163.5
OK,DMSO,30,1.5,0.5,1,650,0.940150652,-12184234.6,-19413461.2
OK,DMSO,30,1.5,0.5,1,720,0.963316016,-12137484.1,-19464085.9
OK,DMSO,30,1.5,0.5,1,770,0.978704824,-12106058.7,-19496039.6
OK,DMSO,30,1.5,0.5,1,830,0.991577444,-12079710.4,-19521624.9
OK,DMSO,30,1.5,0.5,1.25,600,0.922977374,-12218836,-21795931.5
OK,DMSO,30,1.5,0.5,1.25,650,0.940150653,-12184234.6,-21840143.9
OK,DMSO,30,1.5,0.5,1.25,720,0.963316018,-12137484.1,-21897096.5
OK,DMSO,30,1.5,0.5,1.25,770,0.978704826,-12106058.7,-21933044.4
OK,DMSO,30,1.5,0.5,1.25,830,0.991577448,-12079710.4,-21961827.5
OK,DMSO,30,1.5,0.75,0.25,600,0.959392177,-14167899.3,-12160424.9
OK,DMSO,30,1.5,0.75,0.25,650,0.975826729,-14128964.4,-12181989.7
OK,DMSO,30,1.5,0.75,0.25,720,0.991796509,-14090762.5,-12201954.7
OK,DMSO,30,1.5,0.75,0.25,770,0.99459819,-14083886.8,-12205405.1
OK,DMSO,30,1.5,0.75,0.25,830,0.993283926,-14081811.1,-12284789.5
OK,DMSO,30,1.5,0.75,0.5,600,0.959358236,-14168022.4,-14592434.3
OK,DMSO,30,1.5,0.75,0.5,650,0.975825975,-14128965.4,-14618379.3
OK,DMSO,30,1.5,0.75,0.5,720,0.991797742,-14090758.8,-14642319.3
OK,DMSO,30,1.5,0.75,0.5,770,0.994600493,-14083886.4,-14646369.5
OK,DMSO,30,1.5,0.75,0.5,830,0.995481527,-14081811.1,-14647627.1
OK,DMSO,30,1.5,0.75,0.75,600,0.959358233,-14168022.6,-17024526.6
OK,DMSO,30,1.5,0.75,0.75,650,0.975825988,-14128965.4,-17054771.2
OK,DMSO,30,1.5,0.75,0.75,720,0.991797763,-14090758.8,-17082702.2
OK,DMSO,30,1.5,0.75,0.75,770,0.994600526,-14083886.4,-17090634.5
OK,DMSO,30,1.5,0.75,0.75,830,0.995481585,-14081811.1,-17088896.3
OK,DMSO,30,1.5,0.75,1,600,0.959358235,-14168022.6,-19456601.4
OK,DMSO,30,1.5,0.75,1,650,0.97582599,-14128965.4,-19491166.6
OK,DMSO,30,1.5,0.75,1,720,0.991797768,-14090758.8,-19523086.9
OK,DMSO,30,1.5,0.75,1,770,0.994600534,-14083886.4,-19532153.3
OK,DMSO,30,1.5,0.75,1,830,0.995481597,-14081811.1,-19531313.8
OK,DMSO,30,1.5,0.75,1.25,600,0.959358235,-14168022.6,-21888674.8
OK,DMSO,30,1.5,0.75,1.25,650,0.975825991,-14128965.4,-21927562.6
OK,DMSO,30,1.5,0.75,1.25,720,0.99179777,-14090758.8,-21963472.4
OK,DMSO,30,1.5,0.75,1.25,770,0.994600536,-14083886.4,-21973672.3
OK,DMSO,30,1.5,0.75,1.25,830,0.995481601,-14081811.1,-21972727.8
OK,DMSO,30,1.5,1,0.25,600,0.989262902,-16109826.7,-12199048.7
OK,DMSO,30,1.5,1,0.25,650,0.993960186,-16096898.1,-12204767.3
OK,DMSO,30,1.5,1,0.25,720,0.995386411,-16093046.5,-12206489.4
OK,DMSO,30,1.5,1,0.25,770,0.995723158,-16092152,-12206954.9
OK,DMSO,30,1.5,1,0.25,830,0.99372697,-16091617.8,-12285677.1
OK,DMSO,30,1.5,1,0.5,600,0.989269164,-16109742.3,-14638868.4
OK,DMSO,30,1.5,1,0.5,650,0.993959753,-16096904.7,-14645702.6
OK,DMSO,30,1.5,1,0.5,720,0.99538697,-16093046.5,-14647755.9
OK,DMSO,30,1.5,1,0.5,770,0.995725453,-16092152,-14648234.6
OK,DMSO,30,1.5,1,0.5,830,0.995931583,-16091617.8,-14648518.7
OK,DMSO,30,1.5,1,0.75,600,0.98926917,-16109742.3,-17078676.8
OK,DMSO,30,1.5,1,0.75,650,0.993959764,-16096904.7,-17086652.4
OK,DMSO,30,1.5,1,0.75,720,0.995386992,-16093046.5,-17089047.3
OK,DMSO,30,1.5,1,0.75,770,0.995725486,-16092152,-17089995
OK,DMSO,30,1.5,1,0.75,830,0.99593164,-16091617.8,-17089935.5
OK,DMSO,30,1.5,1,1,600,0.989269172,-16109742.3,-19518487.7
OK,DMSO,30,1.5,1,1,650,0.993959767,-16096904.7,-19533696.3
OK,DMSO,30,1.5,1,1,720,0.995386997,-16093046.5,-19532200.9
OK,DMSO,30,1.5,1,1,770,0.995725494,-16092152,-19531419.1
OK,DMSO,30,1.5,1,1,830,0.995931652,-16091617.8,-19531623.1
OK,DMSO,30,1.5,1,1.25,600,0.989269173,-16109742.3,-21958293.6
OK,DMSO,30,1.5,1,1.25,650,0.993959768,-16096904.7,-21975408.7
OK,DMSO,30,1.5,1,1.25,720,0.995386998,-16093046.5,-21973725.8
OK,DMSO,30,1.5,1,1.25,770,0.995725496,-16092152,-21972846.3
OK,DMSO,30,1.5,1,1.25,830,0.995931656,-16091617.8,-21973075.8
OK,DMSO,30,1.5,1.25,0.25,600,0.994812313,-18106093.4,-12205882.6
OK,DMSO,30,1.5,1.25,0.25,650,0.995453361,-18104095.9,-12206651.7
OK,DMSO,30,1.5,1.25,0.25,720,0.995836881,-18102963.8,-12207117.9
OK,DMSO,30,1.5,1.25,0.25,770,0.995972291,-18102580.6,-12207344.4
OK,DMSO,30,1.5,1.25,0.25,830,0.99386751,-18102300.7,-12285964.3
OK,DMSO,30,1.5,1.25,0.5,600,0.994811681,-18106100.2,-14647059.6
OK,DMSO,30,1.5,1.25,0.5,650,0.995453626,-18104109.6,-14647972.7
OK,DMSO,30,1.5,1.25,0.5,720,0.995837454,-18102963.8,-14648513
OK,DMSO,30,1.5,1.25,0.5,770,0.995974593,-18102580.6,-14648702.2
OK,DMSO,30,1.5,1.25,0.5,830,0.996073691,-18102300.7,-14648835.4
OK,DMSO,30,1.5,1.25,0.75,600,0.994811687,-18106100.2,-17088233.2
OK,DMSO,30,1.5,1.25,0.75,650,0.995453636,-18104109.6,-17090040
OK,DMSO,30,1.5,1.25,0.75,720,0.995837475,-18102963.8,-17089931
OK,DMSO,30,1.5,1.25,0.75,770,0.995974626,-18102580.6,-17090308.1
OK,DMSO,30,1.5,1.25,0.75,830,0.996073748,-18102300.7,-17090304.8
OK,DMSO,30,1.5,1.25,1,600,0.994811689,-18106100.2,-19529409.3
OK,DMSO,30,1.5,1.25,1,650,0.995453639,-18104109.6,-19531474.1
OK,DMSO,30,1.5,1.25,1,720,0.99583748,-18102963.8,-19531851.6
OK,DMSO,30,1.5,1.25,1,770,0.995974634,-18102580.6,-19531779.1
OK,DMSO,30,1.5,1.25,1,830,0.99607376,-18102300.7,-19531904.9
OK,DMSO,30,1.5,1.25,1.25,600,0.99481169,-18106100.2,-21970584.6
OK,DMSO,30,1.5,1.25,1.25,650,0.99545364,-18104109.6,-21972908.4
OK,DMSO,30,1.5,1.25,1.25,720,0.995837481,-18102963.8,-21973332.9
OK,DMSO,30,1.5,1.25,1.25,770,0.995974637,-18102580.6,-21973251.3
OK,DMSO,30,1.5,1.25,1.25,830,0.996073764,-18102300.7,-21973392.8
OK,DMSO,30,2,0.25,0.25,600,0.885980092,-10257101.7,-12047124.1
OK,DMSO,30,2,0.25,0.25,650,0.903001727,-10228397.1,-12073225.3
OK,DMSO,30,2,0.25,0.25,720,0.926434809,-10188873.8,-12107958.9
OK,DMSO,30,2,0.25,0.25,770,0.942783711,-10161174.2,-12131298
OK,DMSO,30,2,0.25,0.25,830,0.960321598,-10128682.8,-12217665.3
OK,DMSO,30,2,0.25,0.5,600,0.885945439,-10257090.3,-14456468
OK,DMSO,30,2,0.25,0.5,650,0.903034632,-10228407.5,-14487928.5
OK,DMSO,30,2,0.25,0.5,720,0.92643589,-10188874.2,-14529528.8
OK,DMSO,30,2,0.25,0.5,770,0.942785358,-10161174,-14557475.6
OK,DMSO,30,2,0.25,0.5,830,0.961888127,-10128682.8,-14588821.5
OK,DMSO,30,2,0.25,0.75,600,0.885945445,-10257090.3,-16865896.1
OK,DMSO,30,2,0.25,0.75,650,0.903034642,-10228407.5,-16902578.8
OK,DMSO,30,2,0.25,0.75,720,0.926435909,-10188874.2,-16951109.1
OK,DMSO,30,2,0.25,0.75,770,0.942785389,-10161174,-16983715.5
OK,DMSO,30,2,0.25,0.75,830,0.961888181,-10128682.8,-17020284.4
OK,DMSO,30,2,0.25,1,600,0.885945446,-10257090.3,-19275302.6
OK,DMSO,30,2,0.25,1,650,0.903034644,-10228407.5,-19317231.6
OK,DMSO,30,2,0.25,1,720,0.926435913,-10188874.2,-19372694.5
OK,DMSO,30,2,0.25,1,770,0.942785397,-10161174,-19409959.2
OK,DMSO,30,2,0.25,1,830,0.961888193,-10128682.8,-19451751.7
OK,DMSO,30,2,0.25,1.25,600,0.885945447,-10257090.3,-21684712.9
OK,DMSO,30,2,0.25,1.25,650,0.903034645,-10228407.5,-21731885.5
OK,DMSO,30,2,0.25,1.25,720,0.926435915,-10188874.2,-21794281
OK,DMSO,30,2,0.25,1.25,770,0.942785398,-10161174,-21836203.8
OK,DMSO,30,2,0.25,1.25,830,0.961888197,-10128682.8,-21883220.2
OK,DMSO,30,2,0.5,0.25,600,0.92301075,-12218495.4,-12108906.2
OK,DMSO,30,2,0.5,0.25,650,0.940149904,-12184234.6,-12133422
OK,DMSO,30,2,0.5,0.25,720,0.963315458,-12137484.3,-12165079.8
OK,DMSO,30,2,0.5,0.25,770,0.978702803,-12106058.7,-12185109.5
OK,DMSO,30,2,0.5,0.25,830,0.989462271,-12079710.6,-12277173
OK,DMSO,30,2,0.5,0.5,600,0.922977366,-12218836,-14530608.8
OK,DMSO,30,2,0.5,0.5,650,0.940150639,-12184234.6,-14560100
OK,DMSO,30,2,0.5,0.5,720,0.963315992,-12137484.1,-14598071.2
OK,DMSO,30,2,0.5,0.5,770,0.978704784,-12106058.7,-14622035.1
OK,DMSO,30,2,0.5,0.5,830,0.991577375,-12079710.4,-14641225.3
OK,DMSO,30,2,0.5,0.75,600,0.922977372,-12218836,-16952397.9
OK,DMSO,30,2,0.5,0.75,650,0.940150649,-12184234.6,-16986779.4
OK,DMSO,30,2,0.5,0.75,720,0.963316012,-12137484.1,-17031082
OK,DMSO,30,2,0.5,0.75,770,0.978704816,-12106058.7,-17059036.2
OK,DMSO,30,2,0.5,0.75,830,0.991577432,-12079710.4,-17081423.6
OK,DMSO,30,2,0.5,1,600,0.922977373,-12218836,-19374163.5
OK,DMSO,30,2,0.5,1,650,0.940150652,-12184234.6,-19413461.2
OK,DMSO,30,2,0.5,1,720,0.963316017,-12137484.1,-19464085.9
OK,DMSO,30,2,0.5,1,770,0.978704824,-12106058.7,-19496039.6
OK,DMSO,30,2,0.5,1,830,0.991577444,-12079710.4,-19521624.9
OK,DMSO,30,2,0.5,1.25,600,0.922977374,-12218836,-21795931.5
OK,DMSO,30,2,0.5,1.25,650,0.940150653,-12184234.6,-21840143.9
OK,DMSO,30,2,0.5,1.25,720,0.963316018,-12137484.1,-21897096.5
OK,DMSO,30,2,0.5,1.25,770,0.978704826,-12106058.7,-21933044.4
OK,DMSO,30,2,0.5,1.25,830,0.991577448,-12079710.4,-21961827.5
OK,DMSO,30,2,0.75,0.25,600,0.959392177,-14167899.3,-12160424.9
OK,DMSO,30,2,0.75,0.25,650,0.975826729,-14128964.4,-12181989.7
OK,DMSO,30,2,0.75,0.25,720,0.991796509,-14090762.5,-12201954.7
OK,DMSO,30,2,0.75,0.25,770,0.99459819,-14083886.8,-12205405.1
OK,DMSO,30,2,0.75,0.25,830,0.993283926,-14081811.1,-12284789.5
OK,DMSO,30,2,0.75,0.5,600,0.959358236,-14168022.4,-14592434.3
OK,DMSO,30,2,0.75,0.5,650,0.975825975,-14128965.4,-14618379.3
OK,DMSO,30,2,0.75,0.5,720,0.991797742,-14090758.8,-14642319.3
OK,DMSO,30,2,0.75,0.5,770,0.994600493,-14083886.4,-14646369.5
OK,DMSO,30,2,0.75,0.5,830,0.995481527,-14081811.1,-14647627.1
OK,DMSO,30,2,0.75,0.75,600,0.959358233,-14168022.6,-17024526.6
OK,DMSO,30,2,0.75,0.75,650,0.975825988,-14128965.4,-17054771.2
OK,DMSO,30,2,0.75,0.75,720,0.991797763,-14090758.8,-17082702.2
OK,DMSO,30,2,0.75,0.75,770,0.994600526,-14083886.4,-17090634.5
OK,DMSO,30,2,0.75,0.75,830,0.995481585,-14081811.1,-17088896.3
OK,DMSO,30,2,0.75,1,600,0.959358235,-14168022.6,-19456601.4
OK,DMSO,30,2,0.75,1,650,0.97582599,-14128965.4,-19491166.6
OK,DMSO,30,2,0.75,1,720,0.991797768,-14090758.8,-19523086.9
OK,DMSO,30,2,0.75,1,770,0.994600534,-14083886.4,-19532153.3
OK,DMSO,30,2,0.75,1,830,0.995481597,-14081811.1,-19531313.8
OK,DMSO,30,2,0.75,1.25,600,0.959358235,-14168022.6,-21888674.8
OK,DMSO,30,2,0.75,1.25,650,0.975825991,-14128965.4,-21927562.6
OK,DMSO,30,2,0.75,1.25,720,0.99179777,-14090758.8,-21963472.4
OK,DMSO,30,2,0.75,1.25,770,0.994600536,-14083886.4,-21973672.3
OK,DMSO,30,2,0.75,1.25,830,0.995481601,-14081811.1,-21972727.8
OK,DMSO,30,2,1,0.25,600,0.989262903,-16109826.7,-12199048.7
OK,DMSO,30,2,1,0.25,650,0.993960186,-16096898.1,-12204767.3
OK,DMSO,30,2,1,0.25,720,0.995386411,-16093046.5,-12206489.4
