Simulation status,Solvent,T(C) ,P(bar),RR-01,RR-02,Solvent flowrate (kmol/hr),Methanol purity,C-01 duty (kJ/hr),C-02 duty (kJ/hr)
OK,DMSO,45,2,0.5,0.25,720,0.93711447,-12191110.9,-12128862.3
OK,DMSO,45,2,0.5,0.25,770,0.951516963,-12162138.7,-12148925.2
OK,DMSO,45,2,0.5,0.25,830,0.966584252,-12128421.5,-12230923.9
OK,DMSO,45,2,0.5,0.5,600,0.90115971,-12262623.9,-14491415.1
OK,DMSO,45,2,0.5,0.5,650,0.916389715,-12232522.2,-14518718.7
OK,DMSO,45,2,0.5,0.5,720,0.937115238,-12191110.6,-14554612.5
OK,DMSO,45,2,0.5,0.5,770,0.951518576,-12162138.7,-14578630.3
OK,DMSO,45,2,0.5,0.5,830,0.968169923,-12128421.5,-14605352.8
OK,DMSO,45,2,0.5,0.75,600,0.901159716,-12262623.9,-16906678.1
OK,DMSO,45,2,0.5,0.75,650,0.916389724,-12232522.2,-16938500.9
OK,DMSO,45,2,0.5,0.75,720,0.937115257,-12191110.6,-16980375
OK,DMSO,45,2,0.5,0.75,770,0.951518607,-12162138.7,-17008396.1
OK,DMSO,45,2,0.5,0.75,830,0.968169979,-12128421.5,-17039572.1
OK,DMSO,45,2,0.5,1,600,0.901159717,-12262623.9,-19321906.6
OK,DMSO,45,2,0.5,1,650,0.916389727,-12232522.2,-19358285.4
OK,DMSO,45,2,0.5,1,720,0.937115262,-12191110.6,-19406141.1
OK,DMSO,45,2,0.5,1,770,0.951518614,-12162138.7,-19438165.5
OK,DMSO,45,2,0.5,1,830,0.96816999,-12128421.5,-19473794.6
OK,DMSO,45,2,0.5,1.25,600,0.901159718,-12262623.9,-21737144.8
OK,DMSO,45,2,0.5,1.25,650,0.916389728,-12232522.2,-21778065.4
OK,DMSO,45,2,0.5,1.25,720,0.937115263,-12191110.6,-21831908.4
OK,DMSO,45,2,0.5,1.25,770,0.951518616,-12162138.7,-21867935.8
OK,DMSO,45,2,0.5,1.25,830,0.968169993,-12128421.5,-21908018.4
OK,DMSO,45,2,0.75,0.25,600,0.938059393,-14218302.3,-12130949.2
OK,DMSO,45,2,0.75,0.25,650,0.953301799,-14182507.3,-12152098.8
OK,DMSO,45,2,0.75,0.25,720,0.973489984,-14134875.5,-12178896.2
OK,DMSO,45,2,0.75,0.25,770,0.98583111,-14105277.7,-12194578.7
OK,DMSO,45,2,0.75,0.25,830,0.991147444,-14087335.2,-12280532
OK,DMSO,45,2,0.75,0.5,600,0.938074431,-14218466.4,-14557142.8
OK,DMSO,45,2,0.75,0.5,650,0.953314082,-14182516.1,-14582531.4
OK,DMSO,45,2,0.75,0.5,720,0.973490539,-14134874.9,-14614649.9
OK,DMSO,45,2,0.75,0.5,770,0.985833221,-14105277.6,-14633392.8
OK,DMSO,45,2,0.75,0.5,830,0.993291882,-14087335.2,-14644349.2
OK,DMSO,45,2,0.75,0.75,600,0.938074437,-14218466.4,-16983354.2
OK,DMSO,45,2,0.75,0.75,650,0.953314092,-14182516.1,-17012949.6
OK,DMSO,45,2,0.75,0.75,720,0.97349056,-14134874.9,-17050419.5
OK,DMSO,45,2,0.75,0.75,770,0.985833254,-14105277.6,-17072286.8
OK,DMSO,45,2,0.75,0.75,830,0.99329194,-14087335.2,-17085070.2
OK,DMSO,45,2,0.75,1,600,0.938074439,-14218466.4,-19409544.3
OK,DMSO,45,2,0.75,1,650,0.953314094,-14182516.1,-19443369.9
OK,DMSO,45,2,0.75,1,720,0.973490564,-14134874.9,-19486192.4
OK,DMSO,45,2,0.75,1,770,0.985833262,-14105277.6,-19511183.6
OK,DMSO,45,2,0.75,1,830,0.993291952,-14087335.2,-19525772.5
OK,DMSO,45,2,0.75,1.25,600,0.938074439,-14218466.4,-21835734.8
OK,DMSO,45,2,0.75,1.25,650,0.953314095,-14182516.1,-21873791.2
OK,DMSO,45,2,0.75,1.25,720,0.973490566,-14134874.9,-21921966.2
OK,DMSO,45,2,0.75,1.25,770,0.985833264,-14105277.6,-21950081.2
OK,DMSO,45,2,0.75,1.25,830,0.993291956,-14087335.2,-21966493.7
OK,DMSO,45,2,1,0.25,600,0.973265987,-16153588.6,-12178845.9
OK,DMSO,45,2,1,0.25,650,0.986250705,-16118023.8,-12195286.1
OK,DMSO,45,2,1,0.25,720,0.993920376,-16097211.1,-12204683.9
OK,DMSO,45,2,1,0.25,770,0.995083948,-16094055.8,-12206144.3
OK,DMSO,45,2,1,0.25,830,0.993411936,-16092659.1,-12285106.2
OK,DMSO,45,2,1,0.5,600,0.973282019,-16153790.7,-14614619.9
OK,DMSO,45,2,1,0.5,650,0.986253102,-16118073.1,-14634343.2
OK,DMSO,45,2,1,0.5,720,0.993920918,-16097209,-14645594.1
OK,DMSO,45,2,1,0.5,770,0.995086225,-16094055.7,-14647261.4
OK,DMSO,45,2,1,0.5,830,0.995609256,-16092659.1,-14648000.4
OK,DMSO,45,2,1,0.75,600,0.973282025,-16153790.7,-17050409.8
OK,DMSO,45,2,1,0.75,650,0.986253113,-16118073.1,-17073397
OK,DMSO,45,2,1,0.75,720,0.993920939,-16097209,-17086524.5
OK,DMSO,45,2,1,0.75,770,0.995086259,-16094055.7,-17089808.2
OK,DMSO,45,2,1,0.75,830,0.995609314,-16092659.1,-17089331.1
OK,DMSO,45,2,1,1,600,0.973282027,-16153790.7,-19486176.3
OK,DMSO,45,2,1,1,650,0.986253115,-16118073.1,-19512454.1
OK,DMSO,45,2,1,1,720,0.993920944,-16097209,-19527433
OK,DMSO,45,2,1,1,770,0.995086266,-16094055.7,-19531212.3
OK,DMSO,45,2,1,1,830,0.995609326,-16092659.1,-19531345.6
OK,DMSO,45,2,1,1.25,600,0.973282027,-16153790.7,-21921946.5
OK,DMSO,45,2,1,1.25,650,0.986253116,-16118073.1,-21951510.7
OK,DMSO,45,2,1,1.25,720,0.993920945,-16097209,-21968362
OK,DMSO,45,2,1,1.25,770,0.995086269,-16094055.7,-21972613.7
OK,DMSO,45,2,1,1.25,830,0.99560933,-16092659.1,-21972763.6
OK,DMSO,45,2,1.25,0.25,600,0.993270364,-18110909.2,-12204002.2
OK,DMSO,45,2,1.25,0.25,650,0.994840838,-18106061.1,-12205895.9
OK,DMSO,45,2,1.25,0.25,720,0.995579343,-18103843.1,-12206787.4
OK,DMSO,45,2,1.25,0.25,770,0.995805963,-18103181,-12207120.9
OK,DMSO,45,2,1.25,0.25,830,0.993760483,-18102735.6,-12285747.8
OK,DMSO,45,2,1.25,0.5,600,0.993277289,-18110816.8,-14644814.1
OK,DMSO,45,2,1.25,0.5,650,0.994841887,-18106046.4,-14647064.6
OK,DMSO,45,2,1.25,0.5,720,0.995579914,-18103843.2,-14648115.4
OK,DMSO,45,2,1.25,0.5,770,0.995808254,-18103181,-14648434.6
OK,DMSO,45,2,1.25,0.5,830,0.995964468,-18102735.6,-14648647.4
OK,DMSO,45,2,1.25,0.75,600,0.993277296,-18110816.8,-17085613.5
OK,DMSO,45,2,1.25,0.75,650,0.994841898,-18106046.4,-17090036.9
OK,DMSO,45,2,1.25,0.75,720,0.995579935,-18103843.2,-17089467.5
OK,DMSO,45,2,1.25,0.75,770,0.995808288,-18103181,-17090100.9
OK,DMSO,45,2,1.25,0.75,830,0.995964525,-18102735.6,-17090085.4
OK,DMSO,45,2,1.25,1,600,0.993277297,-18110816.8,-19526415.3
OK,DMSO,45,2,1.25,1,650,0.994841901,-18106046.4,-19531470.5
OK,DMSO,45,2,1.25,1,720,0.99557994,-18103843.2,-19531784.4
OK,DMSO,45,2,1.25,1,770,0.995808295,-18103181,-19531541.4
OK,DMSO,45,2,1.25,1,830,0.995964537,-18102735.6,-19531729
OK,DMSO,45,2,1.25,1.25,600,0.993277298,-18110816.8,-21967215.4
OK,DMSO,45,2,1.25,1.25,650,0.994841902,-18106046.4,-21972904.4
OK,DMSO,45,2,1.25,1.25,720,0.995579941,-18103843.2,-21973257.3
OK,DMSO,45,2,1.25,1.25,770,0.995808298,-18103181,-21972983.9
OK,DMSO,45,2,1.25,1.25,830,0.995964541,-18102735.6,-21973194.9
OK,DMSO,45,2.5,0.25,0.25,600,0.864512762,-10314039.3,-12003762.9
OK,DMSO,45,2.5,0.25,0.25,650,0.87959062,-10286723.8,-12028366.6
OK,DMSO,45,2.5,0.25,0.25,720,0.900177136,-10249378.9,-12061193.7
OK,DMSO,45,2.5,0.25,0.25,770,0.914586255,-10223388.9,-12083537
OK,DMSO,45,2.5,0.25,0.25,830,0.93046731,-10193047.8,-12154910.1
OK,DMSO,45,2.5,0.25,0.5,600,0.864512414,-10314102,-14404413.5
OK,DMSO,45,2.5,0.25,0.5,650,0.879595213,-10286718.4,-14434043.6
OK,DMSO,45,2.5,0.25,0.5,720,0.900177531,-10249379,-14473409.9
OK,DMSO,45,2.5,0.25,0.5,770,0.914587678,-10223388.9,-14500170.7
OK,DMSO,45,2.5,0.25,0.5,830,0.931582253,-10193047.8,-14530755.4
OK,DMSO,45,2.5,0.25,0.75,600,0.86451242,-10314102,-16805162.7
OK,DMSO,45,2.5,0.25,0.75,650,0.879595223,-10286718.4,-16839711.8
OK,DMSO,45,2.5,0.25,0.75,720,0.90017755,-10249379,-16885637.2
OK,DMSO,45,2.5,0.25,0.75,770,0.914587707,-10223388.9,-16916858.3
OK,DMSO,45,2.5,0.25,0.75,830,0.931582304,-10193047.8,-16952541.3
OK,DMSO,45,2.5,0.25,1,600,0.864512422,-10314102,-19205893.4
OK,DMSO,45,2.5,0.25,1,650,0.879595225,-10286718.4,-19245382.8
OK,DMSO,45,2.5,0.25,1,720,0.900177554,-10249379,-19297868.6
OK,DMSO,45,2.5,0.25,1,770,0.914587714,-10223388.9,-19333550.3
OK,DMSO,45,2.5,0.25,1,830,0.931582315,-10193047.8,-19374330.3
OK,DMSO,45,2.5,0.25,1.25,600,0.864512422,-10314102,-21606626.8
OK,DMSO,45,2.5,0.25,1.25,650,0.879595226,-10286718.4,-21651055.3
OK,DMSO,45,2.5,0.25,1.25,720,0.900177556,-10249379,-21710101.4
OK,DMSO,45,2.5,0.25,1.25,770,0.914587717,-10223388.9,-21750243.5
OK,DMSO,45,2.5,0.25,1.25,830,0.931582319,-10193047.8,-21796120.8
OK,DMSO,45,2.5,0.5,0.25,600,0.901173488,-12263189.3,-12076214.6
OK,DMSO,45,2.5,0.5,0.25,650,0.916385204,-12232521.6,-12098929.5
OK,DMSO,45,2.5,0.5,0.25,720,0.93711447,-12191110.9,-12128862.3
OK,DMSO,45,2.5,0.5,0.25,770,0.951516963,-12162138.7,-12148925.2
OK,DMSO,45,2.5,0.5,0.25,830,0.966584252,-12128421.5,-12230923.9
OK,DMSO,45,2.5,0.5,0.5,600,0.90115971,-12262623.9,-14491415.1
OK,DMSO,45,2.5,0.5,0.5,650,0.916389715,-12232522.2,-14518718.7
OK,DMSO,45,2.5,0.5,0.5,720,0.937115238,-12191110.6,-14554612.5
OK,DMSO,45,2.5,0.5,0.5,770,0.951518576,-12162138.7,-14578630.3
OK,DMSO,45,2.5,0.5,0.5,830,0.968169924,-12128421.5,-14605352.8
OK,DMSO,45,2.5,0.5,0.75,600,0.901159716,-12262623.9,-16906678.1
OK,DMSO,45,2.5,0.5,0.75,650,0.916389724,-12232522.2,-16938500.9
OK,DMSO,45,2.5,0.5,0.75,720,0.937115257,-12191110.6,-16980375
OK,DMSO,45,2.5,0.5,0.75,770,0.951518607,-12162138.7,-17008396.1
OK,DMSO,45,2.5,0.5,0.75,830,0.968169979,-12128421.5,-17039572.1
OK,DMSO,45,2.5,0.5,1,600,0.901159717,-12262623.9,-19321906.6
OK,DMSO,45,2.5,0.5,1,650,0.916389727,-12232522.2,-19358285.4
OK,DMSO,45,2.5,0.5,1,720,0.937115262,-12191110.6,-19406141.1
OK,DMSO,45,2.5,0.5,1,770,0.951518614,-12162138.7,-19438165.5
OK,DMSO,45,2.5,0.5,1,830,0.96816999,-12128421.5,-19473794.6
OK,DMSO,45,2.5,0.5,1.25,600,0.901159718,-12262623.9,-21737144.8
OK,DMSO,45,2.5,0.5,1.25,650,0.916389728,-12232522.2,-21778065.4
OK,DMSO,45,2.5,0.5,1.25,720,0.937115263,-12191110.6,-21831908.4
OK,DMSO,45,2.5,0.5,1.25,770,0.951518616,-12162138.7,-21867935.8
OK,DMSO,45,2.5,0.5,1.25,830,0.968169994,-12128421.5,-21908018.4
OK,DMSO,45,2.5,0.75,0.25,600,0.938059393,-14218302.3,-12130949.2
OK,DMSO,45,2.5,0.75,0.25,650,0.953301799,-14182507.3,-12152098.8
OK,DMSO,45,2.5,0.75,0.25,720,0.973489984,-14134875.5,-12178896.2
OK,DMSO,45,2.5,0.75,0.25,770,0.98583111,-14105277.7,-12194578.7
OK,DMSO,45,2.5,0.75,0.25,830,0.991147444,-14087335.2,-12280532
OK,DMSO,45,2.5,0.75,0.5,600,0.938074431,-14218466.4,-14557142.8
OK,DMSO,45,2.5,0.75,0.5,650,0.953314082,-14182516.1,-14582531.4
OK,DMSO,45,2.5,0.75,0.5,720,0.973490539,-14134874.9,-14614649.9
OK,DMSO,45,2.5,0.75,0.5,770,0.985833221,-14105277.6,-14633392.8
OK,DMSO,45,2.5,0.75,0.5,830,0.993291882,-14087335.2,-14644349.2
OK,DMSO,45,2.5,0.75,0.75,600,0.938074437,-14218466.4,-16983354.2
OK,DMSO,45,2.5,0.75,0.75,650,0.953314092,-14182516.1,-17012949.6
OK,DMSO,45,2.5,0.75,0.75,720,0.97349056,-14134874.9,-17050419.5
OK,DMSO,45,2.5,0.75,0.75,770,0.985833254,-14105277.6,-17072286.8
OK,DMSO,45,2.5,0.75,0.75,830,0.99329194,-14087335.2,-17085070.2
OK,DMSO,45,2.5,0.75,1,600,0.938074439,-14218466.4,-19409544.3
OK,DMSO,45,2.5,0.75,1,650,0.953314094,-14182516.1,-19443369.9
OK,DMSO,45,2.5,0.75,1,720,0.973490564,-14134874.9,-19486192.4
OK,DMSO,45,2.5,0.75,1,770,0.985833262,-14105277.6,-19511183.6
OK,DMSO,45,2.5,0.75,1,830,0.993291952,-14087335.2,-19525772.5
OK,DMSO,45,2.5,0.75,1.25,600,0.938074439,-14218466.4,-21835734.8
OK,DMSO,45,2.5,0.75,1.25,650,0.953314095,-14182516.1,-21873791.2
OK,DMSO,45,2.5,0.75,1.25,720,0.973490566,-14134874.9,-21921966.2
OK,DMSO,45,2.5,0.75,1.25,770,0.985833264,-14105277.6,-21950081.2
OK,DMSO,45,2.5,0.75,1.25,830,0.993291956,-14087335.2,-21966493.7
OK,DMSO,45,2.5,1,0.25,600,0.973265987,-16153588.6,-12178845.9
OK,DMSO,45,2.5,1,0.25,650,0.986250705,-16118023.8,-12195286.1
OK,DMSO,45,2.5,1,0.25,720,0.993920376,-16097211.1,-12204683.9
OK,DMSO,45,2.5,1,0.25,770,0.995083946,-16094055.8,-12206144.3
OK,DMSO,45,2.5,1,0.25,830,0.993411936,-16092659.1,-12285106.1
OK,DMSO,45,2.5,1,0.5,600,0.973282019,-16153790.7,-14614619.9
OK,DMSO,45,2.5,1,0.5,650,0.986253102,-16118073.1,-14634343.2
OK,DMSO,45,2.5,1,0.5,720,0.993920918,-16097209,-14645594.1
OK,DMSO,45,2.5,1,0.5,770,0.995086225,-16094055.7,-14647261.4
OK,DMSO,45,2.5,1,0.5,830,0.995609256,-16092659.1,-14648000.4
OK,DMSO,45,2.5,1,0.75,600,0.973282025,-16153790.7,-17050409.8
OK,DMSO,45,2.5,1,0.75,650,0.986253113,-16118073.1,-17073397
OK,DMSO,45,2.5,1,0.75,720,0.993920939,-16097209,-17086524.5
OK,DMSO,45,2.5,1,0.75,770,0.995086259,-16094055.7,-17089808.2
OK,DMSO,45,2.5,1,0.75,830,0.995609314,-16092659.1,-17089331.1
OK,DMSO,45,2.5,1,1,600,0.973282027,-16153790.7,-19486176.3
OK,DMSO,45,2.5,1,1,650,0.986253115,-16118073.1,-19512454.1
OK,DMSO,45,2.5,1,1,720,0.993920944,-16097209,-19527433
OK,DMSO,45,2.5,1,1,770,0.995086266,-16094055.7,-19531212.3
OK,DMSO,45,2.5,1,1,830,0.995609326,-16092659.1,-19531345.6
OK,DMSO,45,2.5,1,1.25,600,0.973282027,-16153790.7,-21921946.5
OK,DMSO,45,2.5,1,1.25,650,0.986253116,-16118073.1,-21951510.7
OK,DMSO,45,2.5,1,1.25,720,0.993920945,-16097209,-21968362
OK,DMSO,45,2.5,1,1.25,770,0.995086269,-16094055.7,-21972613.7
OK,DMSO,45,2.5,1,1.25,830,0.99560933,-16092659.1,-21972763.6
OK,DMSO,45,2.5,1.25,0.25,600,0.993270364,-18110909.2,-12204002.2
OK,DMSO,45,2.5,1.25,0.25,650,0.994840838,-18106061.1,-12205895.9
OK,DMSO,45,2.5,1.25,0.25,720,0.995579343,-18103843.1,-12206787.4
OK,DMSO,45,2.5,1.25,0.25,770,0.995805963,-18103181,-12207120.9
OK,DMSO,45,2.5,1.25,0.25,830,0.993760483,-18102735.6,-12285747.8
OK,DMSO,45,2.5,1.25,0.5,600,0.993277289,-18110816.8,-14644814.1
OK,DMSO,45,2.5,1.25,0.5,650,0.994841887,-18106046.4,-14647064.6
OK,DMSO,45,2.5,1.25,0.5,720,0.995579914,-18103843.2,-14648115.4
OK,DMSO,45,2.5,1.25,0.5,770,0.995808254,-18103181,-14648434.6
OK,DMSO,45,2.5,1.25,0.5,830,0.995964468,-18102735.6,-14648647.4
OK,DMSO,45,2.5,1.25,0.75,600,0.993277296,-18110816.8,-17085613.5
OK,DMSO,45,2.5,1.25,0.75,650,0.994841898,-18106046.4,-17090036.9
OK,DMSO,45,2.5,1.25,0.75,720,0.995579935,-18103843.2,-17089467.5
OK,DMSO,45,2.5,1.25,0.75,770,0.995808288,-18103181,-17090100.9
OK,DMSO,45,2.5,1.25,0.75,830,0.995964525,-18102735.6,-17090085.4
OK,DMSO,45,2.5,1.25,1,600,0.993277297,-18110816.8,-19526415.3
OK,DMSO,45,2.5,1.25,1,650,0.994841901,-18106046.4,-19531470.5
OK,DMSO,45,2.5,1.25,1,720,0.99557994,-18103843.2,-19531784.4
OK,DMSO,45,2.5,1.25,1,770,0.995808295,-18103181,-19531541.4
OK,DMSO,45,2.5,1.25,1,830,0.995964537,-18102735.6,-19531729
OK,DMSO,45,2.5,1.25,1.25,600,0.993277298,-18110816.8,-21967215.4
OK,DMSO,45,2.5,1.25,1.25,650,0.994841902,-18106046.4,-21972904.4
OK,DMSO,45,2.5,1.25,1.25,720,0.995579941,-18103843.2,-21973257.3
OK,DMSO,45,2.5,1.25,1.25,770,0.995808298,-18103181,-21972983.9
OK,DMSO,45,2.5,1.25,1.25,830,0.995964541,-18102735.6,-21973194.9
OK,DMSO,45,3,0.25,0.25,600,0.864512761,-10314039.3,-12003762.9
OK,DMSO,45,3,0.25,0.25,650,0.87959062,-10286723.8,-12028366.6
OK,DMSO,45,3,0.25,0.25,720,0.900177136,-10249378.9,-12061193.7
OK,DMSO,45,3,0.25,0.25,770,0.914586255,-10223388.9,-12083537
OK,DMSO,45,3,0.25,0.25,830,0.93046731,-10193047.8,-12154910.1
OK,DMSO,45,3,0.25,0.5,600,0.864512414,-10314102,-14404413.5
OK,DMSO,45,3,0.25,0.5,650,0.879595213,-10286718.4,-14434043.6
OK,DMSO,45,3,0.25,0.5,720,0.900177531,-10249379,-14473409.9
OK,DMSO,45,3,0.25,0.5,770,0.914587678,-10223388.9,-14500170.7
OK,DMSO,45,3,0.25,0.5,830,0.931582253,-10193047.8,-14530755.4
OK,DMSO,45,3,0.25,0.75,600,0.86451242,-10314102,-16805162.7
OK,DMSO,45,3,0.25,0.75,650,0.879595223,-10286718.4,-16839711.8
OK,DMSO,45,3,0.25,0.75,720,0.90017755,-10249379,-16885637.2
OK,DMSO,45,3,0.25,0.75,770,0.914587707,-10223388.9,-16916858.3
OK,DMSO,45,3,0.25,0.75,830,0.931582304,-10193047.8,-16952541.3
OK,DMSO,45,3,0.25,1,600,0.864512422,-10314102,-19205893.4
OK,DMSO,45,3,0.25,1,650,0.879595225,-10286718.4,-19245382.8
OK,DMSO,45,3,0.25,1,720,0.900177554,-10249379,-19297868.6
OK,DMSO,45,3,0.25,1,770,0.914587714,-10223388.9,-19333550.3
OK,DMSO,45,3,0.25,1,830,0.931582315,-10193047.8,-19374330.3
OK,DMSO,45,3,0.25,1.25,600,0.864512422,-10314102,-21606626.8
OK,DMSO,45,3,0.25,1.25,650,0.879595226,-10286718.4,-21651055.3
OK,DMSO,45,3,0.25,1.25,720,0.900177556,-10249379,-21710101.4
OK,DMSO,45,3,0.25,1.25,770,0.914587717,-10223388.9,-21750243.5
OK,DMSO,45,3,0.25,1.25,830,0.931582319,-10193047.8,-21796120.8
OK,DMSO,45,3,0.5,0.25,600,0.901173488,-12263189.3,-12076214.6
OK,DMSO,45,3,0.5,0.25,650,0.916385204,-12232521.6,-12098929.5
OK,DMSO,45,3,0.5,0.25,720,0.93711447,-12191110.9,-12128862.3
OK,DMSO,45,3,0.5,0.25,770,0.951516963,-12162138.7,-12148925.2
OK,DMSO,45,3,0.5,0.25,830,0.966584251,-12128421.5,-12230923.9
OK,DMSO,45,3,0.5,0.5,600,0.90115971,-12262623.9,-14491415.1
OK,DMSO,45,3,0.5,0.5,650,0.916389715,-12232522.2,-14518718.7
OK,DMSO,45,3,0.5,0.5,720,0.937115238,-12191110.6,-14554612.5
OK,DMSO,45,3,0.5,0.5,770,0.951518576,-12162138.7,-14578630.3
OK,DMSO,45,3,0.5,0.5,830,0.968169923,-12128421.5,-14605352.8
OK,DMSO,45,3,0.5,0.75,600,0.901159716,-12262623.9,-16906678.1
OK,DMSO,45,3,0.5,0.75,650,0.916389724,-12232522.2,-16938500.9
OK,DMSO,45,3,0.5,0.75,720,0.937115257,-12191110.6,-16980375
OK,DMSO,45,3,0.5,0.75,770,0.951518607,-12162138.7,-17008396.1
OK,DMSO,45,3,0.5,0.75,830,0.968169979,-12128421.5,-17039572.1
OK,DMSO,45,3,0.5,1,600,0.901159717,-12262623.9,-19321906.6
OK,DMSO,45,3,0.5,1,650,0.916389727,-12232522.2,-19358285.4
OK,DMSO,45,3,0.5,1,720,0.937115262,-12191110.6,-19406141.1
OK,DMSO,45,3,0.5,1,770,0.951518614,-12162138.7,-19438165.5
OK,DMSO,45,3,0.5,1,830,0.96816999,-12128421.5,-19473794.6
OK,DMSO,45,3,0.5,1.25,600,0.901159718,-12262623.9,-21737144.8
OK,DMSO,45,3,0.5,1.25,650,0.916389728,-12232522.2,-21778065.4
OK,DMSO,45,3,0.5,1.25,720,0.937115263,-12191110.6,-21831908.4
OK,DMSO,45,3,0.5,1.25,770,0.951518616,-12162138.7,-21867935.8
OK,DMSO,45,3,0.5,1.25,830,0.968169994,-12128421.5,-21908018.4
OK,DMSO,45,3,0.75,0.25,600,0.938059393,-14218302.3,-12130949.2
OK,DMSO,45,3,0.75,0.25,650,0.953301799,-14182507.3,-12152098.8
OK,DMSO,45,3,0.75,0.25,720,0.973489984,-14134875.5,-12178896.2
OK,DMSO,45,3,0.75,0.25,770,0.98583111,-14105277.7,-12194578.7
OK,DMSO,45,3,0.75,0.25,830,0.991147444,-14087335.2,-12280532
OK,DMSO,45,3,0.75,0.5,600,0.938074431,-14218466.4,-14557142.8
OK,DMSO,45,3,0.75,0.5,650,0.953314081,-14182516.1,-14582531.4
OK,DMSO,45,3,0.75,0.5,720,0.973490539,-14134874.9,-14614649.9
OK,DMSO,45,3,0.75,0.5,770,0.985833221,-14105277.6,-14633392.8
OK,DMSO,45,3,0.75,0.5,830,0.993291882,-14087335.2,-14644349.2
OK,DMSO,45,3,0.75,0.75,600,0.938074437,-14218466.4,-16983354.2
OK,DMSO,45,3,0.75,0.75,650,0.953314092,-14182516.1,-17012949.6
OK,DMSO,45,3,0.75,0.75,720,0.97349056,-14134874.9,-17050419.5
OK,DMSO,45,3,0.75,0.75,770,0.985833254,-14105277.6,-17072286.8
OK,DMSO,45,3,0.75,0.75,830,0.99329194,-14087335.2,-17085070.2
OK,DMSO,45,3,0.75,1,600,0.938074439,-14218466.4,-19409544.3
OK,DMSO,45,3,0.75,1,650,0.953314094,-14182516.1,-19443369.9
OK,DMSO,45,3,0.75,1,720,0.973490564,-14134874.9,-19486192.4
OK,DMSO,45,3,0.75,1,770,0.985833262,-14105277.6,-19511183.6
OK,DMSO,45,3,0.75,1,830,0.993291952,-14087335.2,-19525772.5
OK,DMSO,45,3,0.75,1.25,600,0.938074439,-14218466.4,-21835734.8
OK,DMSO,45,3,0.75,1.25,650,0.953314095,-14182516.1,-21873791.2
OK,DMSO,45,3,0.75,1.25,720,0.973490566,-14134874.9,-21921966.2
OK,DMSO,45,3,0.75,1.25,770,0.985833264,-14105277.6,-21950081.2
OK,DMSO,45,3,0.75,1.25,830,0.993291956,-14087335.2,-21966493.7
OK,DMSO,45,3,1,0.25,600,0.973265987,-16153588.6,-12178845.9
OK,DMSO,45,3,1,0.25,650,0.986250705,-16118023.8,-12195286.1
OK,DMSO,45,3,1,0.25,720,0.993920376,-16097211.1,-12204683.9
OK,DMSO,45,3,1,0.25,770,0.995083948,-16094055.8,-12206144.3
OK,DMSO,45,3,1,0.25,830,0.993411936,-16092659.1,-12285106.2
OK,DMSO,45,3,1,0.5,600,0.973282019,-16153790.7,-14614619.9
OK,DMSO,45,3,1,0.5,650,0.986253102,-16118073.1,-14634343.2
OK,DMSO,45,3,1,0.5,720,0.993920918,-16097209,-14645594.1
OK,DMSO,45,3,1,0.5,770,0.995086225,-16094055.7,-14647261.4
OK,DMSO,45,3,1,0.5,830,0.995609256,-16092659.1,-14648000.4
OK,DMSO,45,3,1,0.75,600,0.973282025,-16153790.7,-17050409.8
OK,DMSO,45,3,1,0.75,650,0.986253113,-16118073.1,-17073397
OK,DMSO,45,3,1,0.75,720,0.993920939,-16097209,-17086524.5
OK,DMSO,45,3,1,0.75,770,0.995086259,-16094055.7,-17089808.2
OK,DMSO,45,3,1,0.75,830,0.995609314,-16092659.1,-17089331.1
OK,DMSO,45,3,1,1,600,0.973282027,-16153790.7,-19486176.3
OK,DMSO,45,3,1,1,650,0.986253115,-16118073.1,-19512454.1
OK,DMSO,45,3,1,1,720,0.993920944,-16097209,-19527433
OK,DMSO,45,3,1,1,770,0.995086266,-16094055.7,-19531212.3
OK,DMSO,45,3,1,1,830,0.995609326,-16092659.1,-19531345.6
OK,DMSO,45,3,1,1.25,600,0.973282027,-16153790.7,-21921946.5
OK,DMSO,45,3,1,1.25,650,0.986253116,-16118073.1,-21951510.7
OK,DMSO,45,3,1,1.25,720,0.993920945,-16097209,-21968362
OK,DMSO,45,3,1,1.25,770,0.995086269,-16094055.7,-21972613.7
OK,DMSO,45,3,1,1.25,830,0.99560933,-16092659.1,-21972763.6
OK,DMSO,45,3,1.25,0.25,600,0.993270364,-18110909.2,-12204002.2
OK,DMSO,45,3,1.25,0.25,650,0.994840838,-18106061.1,-12205895.9
OK,DMSO,45,3,1.25,0.25,720,0.995579343,-18103843.1,-12206787.4
OK,DMSO,45,3,1.25,0.25,770,0.995805963,-18103181,-12207120.9
OK,DMSO,45,3,1.25,0.25,830,0.993760483,-18102735.6,-12285747.8
OK,DMSO,45,3,1.25,0.5,600,0.993277289,-18110816.8,-14644814.1
OK,DMSO,45,3,1.25,0.5,650,0.994841887,-18106046.4,-14647064.6
OK,DMSO,45,3,1.25,0.5,720,0.995579914,-18103843.2,-14648115.4
OK,DMSO,45,3,1.25,0.5,770,0.995808254,-18103181,-14648434.6
OK,DMSO,45,3,1.25,0.5,830,0.995964468,-18102735.6,-14648647.4
OK,DMSO,45,3,1.25,0.75,600,0.993277296,-18110816.8,-17085613.5
