Name,Abbreviation,Type,Formula,PCO2 [kPa],Temp [K],CA [M],α [molCO2 molamine-1],References
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,74.117,313.15,3.3656435110393,0.819,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,91.065,313.15,3.3656435110393,0.846,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,232.195,313.15,3.3656435110393,0.918,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,9.279,333.15,3.3656435110393,0.378,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,16.577,333.15,3.3656435110393,0.446,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,26.471,333.15,3.3656435110393,0.513,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,31.328,333.15,3.3656435110393,0.523,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,46.416,333.15,3.3656435110393,0.622,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,66.243,333.15,3.3656435110393,0.677,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,91.065,333.15,3.3656435110393,0.725,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,122.866,333.15,3.3656435110393,0.781,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,182.038,333.15,3.3656435110393,0.81,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,236.583,333.15,3.3656435110393,0.848,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,46.416,353.15,3.3656435110393,0.381,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,61.464,353.15,3.3656435110393,0.407,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,89.376,353.15,3.3656435110393,0.47,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,96.325,353.15,3.3656435110393,0.484,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,122.866,353.15,3.3656435110393,0.528,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,150.96,353.15,3.3656435110393,0.571,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,199.9,353.15,3.3656435110393,0.658,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,279.998,353.15,3.3656435110393,0.718,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,363.895,353.15,3.3656435110393,0.766,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,11.835,373.15,3.3656435110393,0.063,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,20.368,373.15,3.3656435110393,0.092,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,36.389,373.15,3.3656435110393,0.154,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,63.808,373.15,3.3656435110393,0.198,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,91.065,373.15,3.3656435110393,0.248,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,159.681,373.15,3.3656435110393,0.333,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,178.662,373.15,3.3656435110393,0.354,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,259.797,373.15,3.3656435110393,0.47,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,350.522,373.15,3.3656435110393,0.535,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,25.498,393.15,3.3656435110393,0.055,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,49.097,393.15,3.3656435110393,0.092,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,105.777,393.15,3.3656435110393,0.147,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,165.772,393.15,3.3656435110393,0.2,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,245.609,393.15,3.3656435110393,0.243,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,414.845,393.15,3.3656435110393,0.33,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,481.867,393.15,3.3656435110393,0.349,Tong (2012)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,8.1,303.15,2.0,0.664,Xiao et al (2016)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,15.0,313.15,2.0,0.661,Xiao et al (2016)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,15.0,298.15,2.0,0.769,Xiao et al (2016)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,15.0,303.15,2.0,0.751,Xiao et al (2016)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,15.0,308.15,2.0,0.72,Xiao et al (2016)
2-(dimethylamino)ethanol,2DMAE,Tertiary,C4H11NO,15.0,313.15,2.0,0.661,Xiao et al (2016)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,15.0,313.15,3.3656435110393,0.67,El Hadri et al (2016)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,0.06,313.15,1.6828217555197,0.258,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,0.19,313.15,1.6828217555197,0.356,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,2.94,313.15,1.6828217555197,0.632,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,6.24,313.15,1.6828217555197,0.73,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,12.37,313.15,1.6828217555197,0.811,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,26.12,313.15,1.6828217555197,0.896,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,51.66,313.15,1.6828217555197,0.964,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,146.24,313.15,1.6828217555197,1.044,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,197.95,313.15,1.6828217555197,1.063,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,0.04,313.15,3.3656435110393,0.184,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,0.17,313.15,3.3656435110393,0.304,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,4.74,313.15,3.3656435110393,0.589,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,7.21,313.15,3.3656435110393,0.636,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,13.42,313.15,3.3656435110393,0.704,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,19.98,313.15,3.3656435110393,0.746,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,34.36,313.15,3.3656435110393,0.806,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,52.85,313.15,3.3656435110393,0.852,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,92.57,313.15,3.3656435110393,0.908,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,1.64,353.15,1.6828217555197,0.211,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,3.49,353.15,1.6828217555197,0.307,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,6.45,353.15,1.6828217555197,0.398,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,15.04,353.15,1.6828217555197,0.514,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,27.19,353.15,1.6828217555197,0.594,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,46.96,353.15,1.6828217555197,0.668,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,90.81,353.15,1.6828217555197,0.757,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,153.16,353.15,1.6828217555197,0.822,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,1.51,353.15,3.3656435110393,0.164,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,2.64,353.15,3.3656435110393,0.227,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,4.2,353.15,3.3656435110393,0.29,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,6.28,353.15,3.3656435110393,0.343,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,11.58,353.15,3.3656435110393,0.411,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,17.9,353.15,3.3656435110393,0.46,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,32.7,353.15,3.3656435110393,0.526,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,54.7,353.15,3.3656435110393,0.582,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,120.5,353.15,3.3656435110393,0.67,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,4.84,393.15,1.6828217555197,0.123,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,13.69,393.15,1.6828217555197,0.212,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,31.71,393.15,1.6828217555197,0.302,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,72.98,393.15,1.6828217555197,0.418,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,103.2,393.15,1.6828217555197,0.477,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,141.48,393.15,1.6828217555197,0.534,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,200.6,393.15,1.6828217555197,0.595,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,251.63,393.15,1.6828217555197,0.638,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,3.37,393.15,3.3656435110393,0.062,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,10.15,393.15,3.3656435110393,0.113,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,18.75,393.15,3.3656435110393,0.166,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,27.32,393.15,3.3656435110393,0.211,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,45.03,393.15,3.3656435110393,0.274,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,61.53,393.15,3.3656435110393,0.316,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,80.48,393.15,3.3656435110393,0.347,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,105.39,393.15,3.3656435110393,0.382,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,152.6,393.15,3.3656435110393,0.439,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,194.55,393.15,3.3656435110393,0.468,Hwang et al (2017)
2-(ethylamino)ethanol,EAE,Secondary,C4H11NO,15.19875,313.15,3.3656435110393,0.77,Puxty et. al (2009)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,0.02,313.15,1.454009674011,0.126,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,0.23,313.15,1.454009674011,0.337,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,2.7,313.15,1.454009674011,0.627,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,12.5,313.15,1.454009674011,0.827,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,79.95,313.15,1.454009674011,0.962,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,156.1,313.15,1.454009674011,0.989,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,0.05,313.15,2.9080193480221,0.115,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,0.29,313.15,2.9080193480221,0.265,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,2.58,313.15,2.9080193480221,0.518,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,4.35,313.15,2.9080193480221,0.587,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,8.73,313.15,2.9080193480221,0.682,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,29.31,313.15,2.9080193480221,0.826,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,62.84,313.15,2.9080193480221,0.898,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,3.69,353.15,1.454009674011,0.265,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,9.56,353.15,1.454009674011,0.417,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,17.19,353.15,1.454009674011,0.525,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,34.28,353.15,1.454009674011,0.651,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,61.38,353.15,1.454009674011,0.751,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,96.93,353.15,1.454009674011,0.822,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,154.08,353.15,1.454009674011,0.883,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,1.27,353.15,2.9080193480221,0.089,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,3.31,353.15,2.9080193480221,0.166,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,4.97,353.15,2.9080193480221,0.204,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,7.54,353.15,2.9080193480221,0.249,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,10.62,353.15,2.9080193480221,0.301,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,15.27,353.15,2.9080193480221,0.377,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,25.57,353.15,2.9080193480221,0.469,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,36.36,353.15,2.9080193480221,0.534,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,63.01,353.15,2.9080193480221,0.635,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,15.34,393.15,1.454009674011,0.154,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,44.0,393.15,1.454009674011,0.269,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,77.45,393.15,1.454009674011,0.364,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,108.08,393.15,1.454009674011,0.431,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,154.33,393.15,1.454009674011,0.505,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,209.07,393.15,1.454009674011,0.572,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,327.76,393.15,1.454009674011,0.67,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,394.96,393.15,1.454009674011,0.715,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,17.11,393.15,2.9080193480221,0.09,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,47.58,393.15,2.9080193480221,0.164,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,79.42,393.15,2.9080193480221,0.219,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,114.78,393.15,2.9080193480221,0.271,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,156.42,393.15,2.9080193480221,0.324,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,224.69,393.15,2.9080193480221,0.394,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,272.87,393.15,2.9080193480221,0.44,Hwang et al (2017)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,5.8,313.15,2.9080193480221,0.605,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,12.3,313.15,2.9080193480221,0.695,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,26.8,313.15,2.9080193480221,0.775,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,58.0,313.15,2.9080193480221,0.846,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,106.9,313.15,2.9080193480221,0.87,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,205.5,313.15,2.9080193480221,0.897,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,4.4,373.15,2.9080193480221,0.085,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,10.6,373.15,2.9080193480221,0.131,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,25.1,373.15,2.9080193480221,0.209,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,58.9,373.15,2.9080193480221,0.329,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,104.5,373.15,2.9080193480221,0.419,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,207.6,373.15,2.9080193480221,0.564,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,4.8,393.15,2.9080193480221,0.047,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,11.7,393.15,2.9080193480221,0.065,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,27.3,393.15,2.9080193480221,0.104,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,62.6,393.15,2.9080193480221,0.165,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,111.2,393.15,2.9080193480221,0.229,Yamada et al (2013)
2-(isopropylamino)ethanol,IPAE,Secondary,C5H13NO,214.3,393.15,2.9080193480221,0.338,Yamada et al (2013)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,15.0,313.15,3.9941419251764,0.56,El Hadri et al (2016)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,5.1,303.15,0.90992,0.708,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,7.2,303.15,0.90992,0.748,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,23.1,303.15,0.90992,0.854,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,50.85,303.15,0.90992,0.946,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,85.1,303.15,0.90992,0.986,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,177.9,303.15,0.90992,1.09,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,242.7,303.15,0.90992,1.134,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,352.8,303.15,0.90992,1.162,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,0.9,303.15,1.47956,0.345,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,5.1,303.15,1.47956,0.647,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,44.3,303.15,1.47956,0.857,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,93.75,303.15,1.47956,0.935,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,181.9,303.15,1.47956,1.018,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,322.5,303.15,1.47956,1.1,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,3.2,303.15,2.1056,0.534,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,35.1,303.15,2.1056,0.77,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,85.45,303.15,2.1056,0.879,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,161.3,303.15,2.1056,0.934,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,249.8,303.15,2.1056,0.989,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,351.9,303.15,2.1056,1.023,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,1.0,303.15,2.9375,0.366,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,17.1,303.15,2.9375,0.678,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,87.4,303.15,2.9375,0.846,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,159.2,303.15,2.9375,0.902,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,247.7,303.15,2.9375,0.963,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,341.3,303.15,2.9375,0.988,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,4.0,313.15,0.90992,0.566,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,35.2,313.15,0.90992,0.835,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,95.1,313.15,0.90992,0.937,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,167.7,313.15,0.90992,1.02,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,238.5,313.15,0.90992,1.07,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,334.9,313.15,0.90992,1.11,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,3.0,313.15,1.47956,0.527,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,41.1,313.15,1.47956,0.778,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,105.3,313.15,1.47956,0.895,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,171.8,313.15,1.47956,0.955,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,246.9,313.15,1.47956,0.982,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,342.2,313.15,1.47956,1.06,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,1.0,313.15,2.1056,0.436,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,18.1,313.15,2.1056,0.685,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,75.3,313.15,2.1056,0.826,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,169.1,313.15,2.1056,0.921,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,258.7,313.15,2.1056,0.971,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,344.6,313.15,2.1056,1.01,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,1.0,313.15,2.9375,0.429,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,24.1,313.15,2.9375,0.667,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,72.6,313.15,2.9375,0.774,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,153.1,313.15,2.9375,0.865,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,242.8,313.15,2.9375,0.914,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,341.1,313.15,2.9375,0.967,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,5.1,323.15,0.90992,0.554,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,25.9,323.15,0.90992,0.753,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,80.3,323.15,0.90992,0.894,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,152.8,323.15,0.90992,0.955,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,238.6,323.15,0.90992,1.032,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,2.0,323.15,1.47956,0.416,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,24.1,323.15,1.47956,0.687,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,86.3,323.15,1.47956,0.848,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,167.5,323.15,1.47956,0.924,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,276.8,323.15,1.47956,0.992,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,353.3,323.15,1.47956,1.043,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,4.0,323.15,2.1056,0.474,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,48.1,323.15,2.1056,0.722,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,132.3,323.15,2.1056,0.818,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,203.8,323.15,2.1056,0.891,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,264.5,323.15,2.1056,0.93,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,355.9,323.15,2.1056,0.965,Kumar et al (2012)
2-(methylamino)ethanol,MAE,Secondary,C3H9NO,3.0,323.15,2.9375,0.422,Kumar et al (2012)
