Name,Abbreviation,Type,Formula,PCO2 [kPa],Temp [K],CA [M],α [molCO2 molamine-1],References
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,6.688,303.15,0.77397583647439,0.709,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,50.339,303.15,0.77397583647439,1.029,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,129.187,303.15,0.77397583647439,1.167,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,173.162,303.15,0.77397583647439,1.249,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,205.319,303.15,0.77397583647439,1.322,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,5.343,303.15,1.1609637547116,0.51,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,10.59,303.15,1.1609637547116,0.795,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,28.165,303.15,1.1609637547116,1.016,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,75.036,303.15,1.1609637547116,1.182,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,118.714,303.15,1.1609637547116,1.273,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,161.544,303.15,1.1609637547116,1.293,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.033,303.15,1.5479516729488,0.286,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,7.612,303.15,1.5479516729488,0.558,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,17.416,303.15,1.5479516729488,0.785,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,63.259,303.15,1.5479516729488,0.983,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,111.599,303.15,1.5479516729488,1.093,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,140.577,303.15,1.5479516729488,1.151,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,156.87,303.15,1.5479516729488,1.197,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,183.987,303.15,1.5479516729488,1.221,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.937,303.15,1.934939591186,0.278,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,8.446,303.15,1.934939591186,0.51,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,16.182,303.15,1.934939591186,0.729,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,41.362,303.15,1.934939591186,0.91,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,80.538,303.15,1.934939591186,1.033,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,122.444,303.15,1.934939591186,1.118,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,160.076,303.15,1.934939591186,1.164,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,183.807,303.15,1.934939591186,1.188,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.875,303.15,2.3219275094232,0.306,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,8.356,303.15,2.3219275094232,0.502,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,14.376,303.15,2.3219275094232,0.714,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,29.53,303.15,2.3219275094232,0.844,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,80.351,303.15,2.3219275094232,0.985,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,100.829,303.15,2.3219275094232,1.049,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,130.097,303.15,2.3219275094232,1.117,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,157.359,303.15,2.3219275094232,1.143,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,175.21,303.15,2.3219275094232,1.172,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.613,303.15,2.7089154276603,0.276,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,7.715,303.15,2.7089154276603,0.492,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,12.383,303.15,2.7089154276603,0.642,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,24.042,303.15,2.7089154276603,0.77,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,31.468,303.15,2.7089154276603,0.883,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,69.003,303.15,2.7089154276603,0.978,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,99.05,303.15,2.7089154276603,1.031,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,132.683,303.15,2.7089154276603,1.113,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,162.634,303.15,2.7089154276603,1.151,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,189.509,303.15,2.7089154276603,1.161,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.013,303.15,3.0959033458975,0.199,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,6.605,303.15,3.0959033458975,0.333,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,9.887,303.15,3.0959033458975,0.464,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,11.728,303.15,3.0959033458975,0.585,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,14.3,303.15,3.0959033458975,0.687,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,26.696,303.15,3.0959033458975,0.812,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,55.565,303.15,3.0959033458975,0.921,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,87.867,303.15,3.0959033458975,1.009,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,119.383,303.15,3.0959033458975,1.064,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,154.222,303.15,3.0959033458975,1.077,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,181.029,303.15,3.0959033458975,1.091,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,1.703,313.15,0.77397583647439,0.419,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,8.391,313.15,0.77397583647439,0.755,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,59.977,313.15,0.77397583647439,0.984,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,110.985,313.15,0.77397583647439,1.099,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,154.96,313.15,0.77397583647439,1.161,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,183.352,313.15,0.77397583647439,1.201,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,208.153,313.15,0.77397583647439,1.229,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,2.551,313.15,1.1609637547116,0.404,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,6.55,313.15,1.1609637547116,0.731,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,36.404,313.15,1.1609637547116,0.883,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,77.842,313.15,1.1609637547116,1.045,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,124.864,313.15,1.1609637547116,1.13,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,160.51,313.15,1.1609637547116,1.162,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,192.915,313.15,1.1609637547116,1.185,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,2.765,313.15,1.5479516729488,0.274,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,5.523,313.15,1.5479516729488,0.505,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,12.617,313.15,1.5479516729488,0.731,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,35.115,313.15,1.5479516729488,0.877,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,60.439,313.15,1.5479516729488,0.971,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,102.877,313.15,1.5479516729488,1.041,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,138.674,313.15,1.5479516729488,1.091,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,162.247,313.15,1.5479516729488,1.133,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,185.965,313.15,1.5479516729488,1.153,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,2.861,313.15,1.934939591186,0.214,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,6.191,313.15,1.934939591186,0.477,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,10.749,313.15,1.934939591186,0.658,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,25.421,313.15,1.934939591186,0.797,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,38.321,313.15,1.934939591186,0.929,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,79.628,313.15,1.934939591186,1.006,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,116.694,313.15,1.934939591186,1.047,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,153.381,313.15,1.934939591186,1.108,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,192.433,313.15,1.934939591186,1.125,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,2.779,313.15,2.3219275094232,0.225,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,5.605,313.15,2.3219275094232,0.442,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,9.729,313.15,2.3219275094232,0.591,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,18.588,313.15,2.3219275094232,0.707,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,38.769,313.15,2.3219275094232,0.835,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,81.117,313.15,2.3219275094232,0.944,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,112.633,313.15,2.3219275094232,1.03,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,157.869,313.15,2.3219275094232,1.078,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,185.855,313.15,2.3219275094232,1.1,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,2.979,313.15,2.7089154276603,0.18,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,7.067,313.15,2.7089154276603,0.384,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,10.983,313.15,2.7089154276603,0.543,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,17.802,313.15,2.7089154276603,0.666,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,27.317,313.15,2.7089154276603,0.782,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,52.69,313.15,2.7089154276603,0.877,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,86.06,313.15,2.7089154276603,0.962,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,141.081,313.15,2.7089154276603,1.04,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,158.317,313.15,2.7089154276603,1.056,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,3.275,313.15,3.0959033458975,0.163,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,6.46,313.15,3.0959033458975,0.319,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,9.591,313.15,3.0959033458975,0.444,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,16.327,313.15,3.0959033458975,0.575,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,23.608,313.15,3.0959033458975,0.692,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,36.473,313.15,3.0959033458975,0.77,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,61.191,313.15,3.0959033458975,0.866,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,83.392,313.15,3.0959033458975,0.943,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,119.734,313.15,3.0959033458975,0.989,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,140.984,313.15,3.0959033458975,1.023,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,156.966,313.15,3.0959033458975,1.036,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,5.861,323.15,0.77397583647439,0.6,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,59.564,323.15,0.77397583647439,0.898,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,114.57,323.15,0.77397583647439,1.067,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,162.902,323.15,0.77397583647439,1.111,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,192.467,323.15,0.77397583647439,1.145,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,211.0,323.15,0.77397583647439,1.16,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,5.212,323.15,1.1609637547116,0.382,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,28.551,323.15,1.1609637547116,0.672,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,52.442,323.15,1.1609637547116,0.873,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,99.119,323.15,1.1609637547116,0.994,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,125.947,323.15,1.1609637547116,1.072,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,161.144,323.15,1.1609637547116,1.122,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,193.343,323.15,1.1609637547116,1.147,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,3.178,323.15,1.5479516729488,0.312,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,17.823,323.15,1.5479516729488,0.549,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,47.925,323.15,1.5479516729488,0.823,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,83.399,323.15,1.5479516729488,0.953,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,138.729,323.15,1.5479516729488,1.02,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,166.536,323.15,1.5479516729488,1.064,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,189.716,323.15,1.5479516729488,1.087,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,3.323,323.15,1.934939591186,0.23,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,9.046,323.15,1.934939591186,0.427,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,20.553,323.15,1.934939591186,0.618,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,39.273,323.15,1.934939591186,0.764,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,77.207,323.15,1.934939591186,0.902,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,125.485,323.15,1.934939591186,0.989,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,155.229,323.15,1.934939591186,1.036,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,186.062,323.15,1.934939591186,1.052,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,4.978,323.15,2.3219275094232,0.271,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,10.556,323.15,2.3219275094232,0.438,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,19.678,323.15,2.3219275094232,0.569,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,34.336,323.15,2.3219275094232,0.679,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,52.704,323.15,2.3219275094232,0.813,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,107.862,323.15,2.3219275094232,0.925,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,135.861,323.15,2.3219275094232,0.984,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,165.054,323.15,2.3219275094232,1.017,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,191.336,323.15,2.3219275094232,1.036,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,3.799,323.15,2.7089154276603,0.214,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,7.308,323.15,2.7089154276603,0.395,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,14.624,323.15,2.7089154276603,0.544,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,26.076,323.15,2.7089154276603,0.685,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,51.325,323.15,2.7089154276603,0.808,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,71.595,323.15,2.7089154276603,0.901,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,112.578,323.15,2.7089154276603,0.955,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,137.151,323.15,2.7089154276603,0.986,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,169.383,323.15,2.7089154276603,1.003,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,3.999,323.15,3.0959033458975,0.156,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,8.287,323.15,3.0959033458975,0.345,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,14.003,323.15,3.0959033458975,0.471,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,20.34,323.15,3.0959033458975,0.608,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,46.291,323.15,3.0959033458975,0.721,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,79.841,323.15,3.0959033458975,0.82,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,122.761,323.15,3.0959033458975,0.892,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,150.478,323.15,3.0959033458975,0.936,Dey et al (2019)
1-(2-aminoethyl)piperazine,AEPZ,Polyamine,C6H15N3,180.339,323.15,3.0959033458975,0.961,Dey et al (2019)
1-(2-hydroxyethyl)pyrrolidine,HEPR,Tertiary,C6H13NO,20.265,313.15,2.6047545452967,0.24332110474847,Chowdury et al (2013)
1-(2-hydroxyethyl)pyrrolidine,HEPR,Tertiary,C6H13NO,15.0,298.15,2.0,0.81,Xiao et al (2016)
1-(2-hydroxyethyl)pyrrolidine,HEPR,Tertiary,C6H13NO,15.0,303.15,2.0,0.784,Xiao et al (2016)
1-(2-hydroxyethyl)pyrrolidine,HEPR,Tertiary,C6H13NO,15.0,308.15,2.0,0.764,Xiao et al (2016)
1-(2-hydroxyethyl)pyrrolidine,HEPR,Tertiary,C6H13NO,15.0,313.15,2.0,0.756,Xiao et al (2016)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,6.374,313.15,2.5,0.31,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,14.02,313.15,2.5,0.563,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,29.579,313.15,2.5,0.779,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,60.281,313.15,2.5,0.941,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,108.6,313.15,2.5,1.025,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,155.31,313.15,2.5,1.06,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,187.03,313.15,2.5,1.068,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,25.262,353.15,2.5,0.171,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,63.818,353.15,2.5,0.319,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,88.132,353.15,2.5,0.388,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,109.71,353.15,2.5,0.438,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,133.64,353.15,2.5,0.482,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,153.57,353.15,2.5,0.515,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,172.89,353.15,2.5,0.541,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,187.51,353.15,2.5,0.558,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,199.93,353.15,2.5,0.566,Nouacer et al (2013)
1-2-bis(dimethylamino)ethane,DMAE,Tertiary,C6H16N2,205.1,353.15,2.5,0.569,Nouacer et al (2013)
1-6-diaminohexane,DAH,Primary,C6H16N2,15.0,313.15,2.5816445075513,1.35,El Hadri et al (2016)
1-6-diaminohexane,DAH,Primary,C6H16N2,2.313,303.15,0.86054816918377,1.2,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,3.759,303.15,0.86054816918377,1.287,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,13.301,303.15,0.86054816918377,1.602,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,27.181,303.15,0.86054816918377,1.748,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,44.53,303.15,0.86054816918377,1.8,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,59.855,303.15,0.86054816918377,1.83,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,84.723,303.15,0.86054816918377,1.872,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,104.386,303.15,0.86054816918377,1.913,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,0.867,313.15,0.86054816918377,0.991,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,2.602,313.15,0.86054816918377,1.104,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,15.325,313.15,0.86054816918377,1.435,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,37.301,313.15,0.86054816918377,1.609,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,55.807,313.15,0.86054816918377,1.696,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,69.687,313.15,0.86054816918377,1.739,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,81.831,313.15,0.86054816918377,1.774,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,89.06,313.15,0.86054816918377,1.791,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,108.145,313.15,0.86054816918377,1.835,Mondal et al (2015)
1-6-diaminohexane,DAH,Primary,C6H16N2,2.892,323.15,0.86054816918377,1.017,Mondal et al (2015)
